Year	Latitude	Longitude	maxprecipitation
1997	44.75271	73.705648	37.7029722692
1997	44.488113	75.074311	38.023741463
1997	45.489515	83.384019	29.835168886
1997	46.321819	84.52063	24.2935521397
1997	46.167981	85.303756	24.9182353901
1997	45.513164	85.450392	35.2330963421
1997	45.805101	86.901373	36.6422453995
1997	46.020758	86.199352	29.8656802838
1997	47.080077	86.564108	32.9778111853
1997	46.656597	87.584028	30.3038925991
1997	45.544174	87.509892	37.3260848074
1997	45.346899	87.991198	41.4626521189
1997	45.259204	89.06819	40.2023570643
1997	45.713791	89.536693	36.1913072999
1997	46.488054	89.788314	30.5848939634
1997	46.049848	89.501254	34.8036207358
1997	46.998305	88.652066	28.152491772
1997	47.216604	89.500461	31.6775111526
1997	47.681981	88.148802	26.7079396325
1997	47.517111	91.411704	37.7481443303
1997	47.538571	90.29019	49.6838313379
1997	46.546291	90.665154	35.0388838491
1997	45.211656	90.504853	33.0016357702
1997	45.472734	91.136745	33.2925855707
1997	46.463316	91.89258	41.5230529411
1997	46.634199	91.177282	35.6741227641
1997	46.602446	93.41976	39.4261908905
1997	45.865255	92.367978	37.895217433
1997	45.46803	92.453154	45.0713992325
1997	45.555235	94.610482	39.5403113948
1997	46.020484	94.266619	30.9545088637
1997	46.951427	94.333773	36.821032124
1997	47.878825	94.986698	38.2222099719
1997	47.490843	93.613128	37.2202956299
1997	48.24549	93.782842	30.2330464456
1997	48.7681	94.904634	32.2781129182
1997	48.768439	98.46379	37.2799400178
1997	48.376979	97.72223	36.7184577071
1997	47.926003	97.450851	32.5287794353
1997	48.362728	96.357761	33.4338613972
1997	48.761066	95.82153	31.9529282223
1997	48.069247	96.037725	36.6488115875
1997	47.774254	96.400027	43.833074187
1997	47.575873	95.371117	47.3558978414
1997	46.937629	95.741757	40.2109537244
1997	46.362335	96.476657	30.8685988445
1997	46.405725	95.714578	31.3634181623
1997	45.172637	96.772261	35.2550854927
1997	45.623397	96.947551	30.8774543638
1997	45.362283	97.593734	37.7585848671
1997	46.265219	96.93796	29.7971508215
1997	46.927003	97.252375	31.3493680421
1997	46.94255	98.070195	31.7382514581
1997	46.469278	99.504585	37.1627198582
1997	46.107756	98.496518	28.2612813001
1997	46.464195	98.526057	31.2059306386
1997	45.589254	98.352175	30.2547619556
1997	45.41168	99.205362	26.9057708063
1997	45.784249	99.211421	24.8525904019
1997	45.064276	99.949631	35.5212465947
1997	46.713789	101.279743	31.662646847
1997	47.653055	101.421794	33.6595082204
1997	46.971843	100.462001	35.7421636162
1997	46.935385	99.742727	30.2455478849
1997	46.971103	98.957592	30.4440236018
1997	48.265551	98.737329	34.4580596246
1997	48.071738	99.361987	36.6455948331
1997	48.233842	100.633267	26.2715037203
1997	48.794412	100.831257	28.1110099841
1997	48.216686	101.540537	27.4126294421
1997	48.345867	103.4874	70.5966156791
1997	48.794429	105.541739	38.0649835251
1997	48.282747	104.99517	61.7283226572
1997	48.705523	104.533913	54.7617185608
1997	47.785513	104.563387	66.3803009662
1997	46.938924	103.844612	39.777483925
1997	47.009283	103.364924	39.3386390368
1997	47.742475	103.403215	60.5220521557
1997	47.35461	102.612365	42.072777554
1997	47.303279	101.820765	28.8387720981
1997	46.434939	102.458385	26.1141418416
1997	46.817031	102.662026	31.9496586497
1997	46.096815	102.533198	24.3140244459
1997	46.109282	101.047525	29.4105293435
1997	45.69834	101.176017	31.8085381214
1997	45.150005	100.852218	32.4470882668
1997	44.981666	101.669225	32.2218486615
1997	44.606792	102.715864	34.2339668582
1997	44.896435	103.501762	26.2677352303
1997	45.596612	103.473867	24.2229724825
1997	45.483387	102.467995	23.0177648996
1997	46.445834	103.462462	23.175622696
1997	46.107807	103.506586	26.5246680709
1997	46.318184	104.405718	28.2372607828
1997	45.40889	105.555259	22.4407666787
1997	45.516825	104.515324	23.9615759061
1997	44.589266	104.567298	27.0750220274
1997	44.241321	105.552029	23.5280740476
1997	44.044048	106.588541	25.8981968249
1997	44.781369	106.881211	25.4235429012
1997	47.272425	104.901027	56.7631850286
1997	46.852434	105.375808	52.0220902118
1997	47.629628	105.757222	55.3674862755
1997	48.250155	107.928833	24.7268767362
1997	47.141917	108.226575	34.7454909021
1997	48.428282	108.967648	26.2397960301
1997	47.222997	109.22328	34.4828453683
1997	47.886837	110.436189	26.3488332539
1997	47.316443	111.350571	26.5180236389
1997	46.585706	110.921781	30.8597709433
1997	46.380624	109.174586	32.4721213156
1997	46.505665	108.436982	33.3426241507
1997	45.936987	108.276656	37.5149284404
1997	45.224475	109.028551	26.0052034183
1997	43.878831	107.669052	18.7725383403
1997	44.525654	107.993321	17.6064866924
1997	43.720871	108.435652	22.7875457112
1997	45.663496	109.391752	32.5188143384
1997	45.81306	109.941312	30.3919784018
1997	45.319288	111.917328	19.6225875108
1997	44.049321	110.588102	41.1056827105
1997	44.218091	111.484429	31.6471737365
1997	43.395171	111.621878	17.2631703095
1997	43.216357	112.399206	13.6367605539
1997	43.6851	113.177627	26.9832735615
1997	44.286251	112.36112	22.4075291916
1997	46.126557	112.056771	23.4620483317
1997	46.334476	111.496103	20.7682373
1997	46.099059	113.139108	23.7674183985
1997	46.395358	113.425683	27.9166954663
1997	47.027263	113.892681	29.0054412437
1997	46.079298	114.119065	35.5098448682
1997	46.67257	115.6535	41.2884509066
1997	47.347694	115.885092	37.0497021078
1997	47.155213	115.06455	38.6476077091
1997	47.677113	116.694918	33.0950344526
1997	48.390648	117.854897	23.8776292893
1997	48.543877	117.232183	36.4004919228
1997	48.312512	116.59694	32.5459284201
1997	48.542232	115.404343	31.1941183347
1997	47.756469	115.180225	31.2948824644
1997	47.642901	114.083687	26.2689936308
1997	48.705671	112.990502	36.5090965284
1997	47.819035	112.281725	33.5434516838
1997	48.230312	112.219928	36.8750914877
1997	48.628331	110.106372	22.7845532217
1997	48.559654	111.036924	22.0297918069
1997	48.645052	111.733493	28.4167852491
1997	48.842653	121.836433	82.5073280682
1997	48.493066	121.816278	89.1152708645
1997	48.113009	123.930611	108.8824590717
1997	47.040716	122.144709	59.7539838282
1997	47.802641	123.52181	113.1981782378
1997	47.142786	123.827043	101.8637788847
1997	46.024782	121.953227	117.157114271
1997	46.580071	122.377444	66.0275780976
1997	46.456558	120.740145	33.95563224
1997	46.53458	118.906944	13.0344472865
1997	47.213633	119.467788	12.9660323693
1997	47.124444	120.676714	46.3846447596
1997	47.493554	121.832375	68.5937153463
1997	48.054913	121.766412	77.1055124008
1997	47.859892	120.618543	53.3766601649
1997	47.735866	119.69588	13.867920863
1997	48.550971	119.691035	28.7501191998
1997	48.437246	118.517074	21.7235794645
1997	47.620379	117.404392	22.3610629724
1997	47.582718	118.417668	16.9316818032
1997	47.00484	118.533308	14.0465594338
1997	46.903322	117.522962	22.6499177686
1997	46.254606	118.480374	17.8057009623
1997	46.228072	119.516864	13.5960019138
1997	45.5912	118.73388	24.9427963382
1997	45.304047	117.999136	30.6731331602
1997	45.593753	117.18558	39.50493046
1997	44.703427	117.691933	23.4483538404
1997	44.448213	116.79783	27.6865559465
1997	44.884583	116.431873	41.0096632384
1997	43.394482	113.95529	38.3445910308
1997	42.856937	113.64001	13.7876709828
1997	42.986181	114.153899	17.5044070012
1997	42.352309	114.665639	16.3274895547
1997	43.447861	116.244456	15.6487690096
1997	43.463396	114.804427	37.3898822935
1997	43.987275	115.715111	41.2290451016
1997	43.623051	116.708527	15.1466923751
1997	43.915118	121.225575	27.4765140065
1997	44.163054	120.371585	15.2504556904
1997	44.496326	119.014057	17.7844200617
1997	44.736411	120.026875	17.2121430497
1997	45.425496	119.602311	19.5688034288
1997	45.869509	120.780117	34.0912034918
1997	45.381666	120.211851	14.769402667
1997	45.399216	120.678512	15.9209077342
1997	45.164536	121.165069	28.8056981055
1997	44.64379	121.183021	25.5626794078
1997	44.900898	122.57626	71.3687431752
1997	45.160493	122.195127	72.3501773951
1997	44.494824	122.543756	70.570395029
1997	43.184193	124.092557	74.3322675377
1997	41.592919	120.71837	31.4506326613
1997	42.411782	122.675797	67.2271647725
1997	42.385382	123.597245	82.5052546741
1997	41.749903	123.980998	106.9260186022
1997	42.466671	124.211407	113.2113429121
1997	44.641076	123.911183	105.5556566935
1997	45.455743	123.759327	96.4710649041
1997	40.126156	122.232276	61.9921025324
1997	39.602546	122.4017	58.7138172462
1997	39.094802	122.746757	83.9253812201
1997	38.532574	122.945194	84.0024212354
1997	39.177739	122.237563	50.6186479072
1997	38.267226	121.939594	64.5585583082
1997	38.679268	121.903178	61.1703177165
1997	37.919479	121.951543	55.1684436942
1997	37.220777	121.690622	59.5777479404
1997	37.562384	121.002656	31.7708487147
1997	36.610702	121.085296	46.6592556383
1997	37.194806	120.722802	25.9720404349
1997	37.570034	119.91286	79.8824158314
1997	37.210039	119.749852	63.0017622969
1997	38.021451	119.964708	110.2903040136
1997	39.022214	119.197417	25.6519665738
1997	38.905129	119.609019	54.0587154956
1997	38.44355	120.653856	80.8140457174
1997	38.187844	120.555115	71.3154148876
1997	39.062032	120.722718	126.8951998964
1997	38.785532	120.534398	115.6413051742
1997	39.295191	120.773446	155.0984193128
1997	39.576925	120.521993	145.9306783326
1997	39.665959	121.601919	86.5768285615
1997	39.99517	120.829516	104.7496904429
1997	40.439639	118.409477	17.4323747166
1997	39.525701	118.270419	15.3589116375
1997	42.288635	113.605498	17.5878825636
1997	41.476021	113.052922	22.3937538784
1997	40.467692	113.124015	20.5166717533
1997	39.09454	113.525014	19.713977608
1997	37.882727	113.290059	25.6228270405
1997	38.357535	113.238948	19.888536108
1997	38.516647	118.416279	25.9232145835
1997	37.778966	117.632382	16.697953702
1997	37.262531	113.4878	27.5712474129
1997	33.727625	114.038793	40.4932822962
1997	33.040816	115.355395	29.5115074583
1997	33.023604	116.776117	41.9120628857
1997	36.230453	118.780542	56.6090549137
1997	35.385227	120.44754	76.1844609864
1997	36.072478	119.81553	18.3349792837
1997	29.491993	90.394849	71.6987567986
1997	29.333266	90.844191	79.7201045165
1997	29.629349	91.463804	77.9904246171
1997	30.121433	91.611481	75.7641897185
1997	30.583441	91.989275	77.1690723208
1997	32.765675	90.387928	62.4318871552
1997	33.828748	91.244427	68.3409446405
1997	32.365824	91.240729	69.3915985844
1997	32.344268	93.061513	90.2164123606
1997	33.168219	92.598145	83.3459239599
1997	33.446051	94.422375	53.1410101649
1997	32.577195	93.882423	92.0470664516
1997	31.193204	92.535953	94.5476634338
1997	31.734982	93.086106	97.3858415232
1997	30.229559	93.358015	77.0723030889
1997	29.871989	93.165437	93.7143584044
1997	29.228706	94.894865	96.1076234799
1997	29.167818	95.434647	117.6895367282
1997	31.04211	97.481921	97.5724453958
1997	29.857273	95.393037	93.0108463509
1997	31.323036	95.4216	66.4060212503
1997	32.211633	95.853418	72.4576540753
1997	34.117073	94.766086	78.0579510707
1997	32.04845	96.476908	84.8744826516
1997	31.98224	97.129886	114.9981157021
1997	31.391177	97.798022	100.1638631987
1997	30.239513	97.69127	64.3472634123
1997	29.755748	99.260682	89.9742014084
1997	29.985877	100.307373	63.7928084611
1997	27.770584	99.326641	42.4309841898
1997	27.681123	98.497393	42.660879815
1997	27.733516	98.090814	71.6482131364
1997	27.739406	97.521643	96.7834431639
1997	31.881793	109.75412	24.7973487568
1997	32.732087	108.381504	30.598067863
1997	31.899658	108.745729	22.9625745748
1997	32.184482	107.746639	24.5431073569
1997	32.588776	105.781079	19.7445352713
1997	32.457858	104.306471	23.3642308779
1997	31.445909	104.526945	16.6536177255
1997	31.450868	105.377549	14.0864475765
1997	30.005891	104.261619	18.5731640016
1997	30.617087	104.18786	19.9539782505
1997	29.808997	103.252458	19.3379106376
1997	28.745217	100.311368	35.9951093841
1997	29.884961	101.146646	35.5209070204
1997	30.717532	101.404211	37.3284790171
1997	30.232332	102.072539	31.3825046645
1997	31.401583	100.461355	55.3006518922
1997	31.308366	103.712706	18.528114288
1997	31.513069	103.105113	27.1811750936
1997	32.795687	103.413271	27.4230377985
1997	36.741964	101.488434	33.0031350735
1997	38.835387	102.604585	42.5819238807
1997	38.388466	102.75621	48.6722611593
1997	36.755276	102.508735	32.8550634004
1997	37.303144	102.535457	42.3582244745
1997	36.612963	104.640126	23.0924559194
1997	38.99374	103.507555	35.5511774897
1997	38.170658	104.489893	30.2276983283
1997	38.455658	105.421438	25.8994752212
1997	38.033952	106.246675	22.5959080366
1997	37.213407	106.176447	27.7638953197
1997	37.277547	105.42894	33.0605118437
1997	37.687815	104.959928	37.7487436269
1997	36.576529	105.637987	18.1265827395
1997	35.513722	105.966441	32.2321141416
1997	35.982841	104.921898	34.042346173
1997	36.488085	103.475723	29.8694016355
1997	35.863152	103.829931	25.2818652482
1997	35.476876	104.803515	39.9370327544
1997	34.869782	104.784968	36.2753324219
1997	35.107018	103.548071	47.6539127965
1997	34.021457	103.482725	46.1758580971
1997	34.351429	104.401527	40.6934447009
1997	33.740941	105.449083	27.2492016938
1997	34.634644	105.846836	49.0896565411
1997	33.119479	107.188161	31.9812245636
1997	33.991614	106.939003	33.39562812
1997	35.054002	106.669065	29.611621528
1997	35.685073	106.882618	19.5897505779
1997	35.573732	108.255307	19.064071231
1997	33.901814	108.392097	25.2245136559
1997	33.238872	109.242323	28.7516382778
1997	32.931828	109.87831	25.8548416767
1997	33.789618	110.81187	48.3150943057
1997	32.91891	111.367257	22.065903015
1997	34.630044	112.573745	41.2291093147
1997	38.009374	108.427326	29.382495076
1997	37.747602	108.530383	30.520572501
1997	37.338025	108.595786	26.2908875967
1997	36.511625	108.324578	22.0908361849
1997	37.202395	107.050863	40.9098935387
1997	37.287367	107.839718	31.8720688221
1997	38.669679	107.078108	26.0717863391
1997	39.217533	106.915943	27.7561105067
1997	40.48316	106.985289	36.5141684465
1997	40.573984	108.204521	25.5535093126
1997	39.019492	108.461837	26.935909791
1997	38.413427	108.263042	23.2292832881
1997	38.974326	109.57345	19.2694485253
1997	39.009028	110.721111	17.3903956791
1997	38.261229	110.990323	18.6025888234
1997	38.746825	111.81193	21.1611922955
1997	40.120409	111.668667	24.0385138752
1997	40.334884	111.161568	27.9347720446
1997	39.67005	110.590357	24.4097547054
1997	40.289649	110.42983	24.6074513068
1997	40.87206	110.968486	21.8401460021
1997	41.284726	110.558947	14.4172219162
1997	41.270355	111.875879	31.8065370882
1997	41.627598	111.240227	26.3836493556
1997	41.734225	111.744581	34.1423858035
1997	42.694126	112.844407	16.047977812
1997	42.692939	112.228986	28.5527401401
1997	42.786273	111.544172	29.9040182923
1997	42.767928	109.91617	23.5291281036
1997	40.890099	109.505786	19.9119406735
1997	42.973641	106.764877	18.3922190106
1997	42.972839	105.507367	22.5334231542
1997	43.846213	104.57002	23.5242127527
1997	43.062159	104.468373	34.0668841736
1997	42.08958	104.353482	24.4433685196
1997	42.130319	104.960809	24.6944123666
1997	41.665514	105.721883	28.0671255806
1997	40.663091	105.482131	45.9852440049
1997	40.663432	106.329248	34.6652626106
1997	40.123289	106.095876	28.2058035465
1997	39.118914	105.717648	23.3660278399
1997	38.827383	104.527472	36.4245177275
1997	39.644632	104.331733	31.1477942895
1997	39.874325	104.331872	30.8117783992
1997	39.310817	104.117928	32.9735770279
1997	40.555794	104.383649	25.6738166832
1997	41.29283	104.660395	31.9089252957
1997	40.728091	103.090464	35.3576150078
1997	39.965413	103.209605	27.5180485944
1997	39.30534	102.603023	34.3929155796
1997	40.000631	102.422649	30.6306816397
1997	41.659381	102.328229	32.5415012453
1997	42.483806	103.742605	35.5960812679
1997	42.711214	103.134872	28.1969566021
1997	42.507074	102.389698	31.8169763185
1997	43.221504	103.512102	37.2933870558
1997	43.684943	103.46225	46.7996885651
1997	43.184826	101.676426	42.0608616714
1997	43.677294	101.626455	35.7367734723
1997	44.722325	100.131399	27.4429657045
1997	44.415547	100.749163	30.8137611215
1997	44.537301	99.492148	36.8735483109
1997	43.894812	99.841925	51.1504140691
1997	43.58493	100.760598	35.6925086314
1997	43.208172	100.717204	33.5843358041
1997	42.413325	99.45853	39.0613860017
1997	42.34939	99.923176	40.6545376228
1997	43.349729	99.876219	45.2726291497
1997	43.206185	98.595143	40.6673870712
1997	42.894448	98.773022	37.7425157328
1997	42.459287	98.784766	40.0210593283
1997	44.715736	95.862756	40.6237716349
1997	44.999855	96.176836	36.7072829801
1997	42.39322	96.053296	32.0107504328
1997	40.637992	96.131027	53.9197557216
1997	41.050322	100.744481	47.7663448837
1997	38.049855	100.739929	67.7382298021
1997	36.224258	99.750139	64.2589209765
1997	36.313119	98.542015	64.1249067293
1997	34.377896	95.408085	69.3576949199
1997	34.92554	95.74813	50.3654998463
1997	35.617551	95.383911	67.9062897688
1997	36.62468	96.408385	82.2673983107
1997	34.858869	94.063641	66.7644362094
1997	35.21855	93.720563	62.9442519715
1997	36.946517	92.515892	51.1980647562
1997	36.383443	91.819239	54.03749296
1997	34.277696	91.930701	82.1759805091
1997	35.737499	91.559942	66.340454758
1997	35.568981	90.680595	74.0685035795
1997	35.828268	90.630411	65.2753854659
1997	39.21448	91.843415	57.3674867679
1997	39.625106	90.889034	44.4325673132
1997	38.781102	90.674915	50.9276125235
1997	40.156905	90.613464	43.8155699256
1997	42.362391	90.211471	43.0893048943
1997	41.468404	90.572203	41.8554570947
1997	44.723697	94.955617	40.8250246215
1997	44.246542	94.733647	33.4766365529
1997	44.35882	94.245685	39.0375648978
1997	45.028959	92.447284	52.5498707336
1997	44.725337	92.426279	42.3647071095
1997	43.599858	90.815226	48.2809087347
1997	42.840998	91.323511	48.5409060796
1997	42.870062	90.695368	49.0278150381
1997	44.898036	89.757823	46.6149876846
1997	44.789641	88.755813	39.4746911675
1997	44.996575	88.206516	38.5447118774
1997	43.754722	88.493284	39.8935141636
1997	43.427998	89.943329	40.3823045843
1997	43.471882	89.330472	38.1523610606
1997	43.067468	89.417852	47.7753029253
1997	42.059084	89.926485	43.7763544347
1997	40.236993	89.913575	49.2840964286
1997	40.494559	88.844539	45.8597581654
1997	41.448474	87.978456	45.6043121663
1997	41.139494	87.861125	52.3622187955
1997	41.894294	87.645455	43.2311224847
1997	42.595788	86.634745	64.1635494311
1997	45.067808	87.087936	38.1307144409
1997	42.117952	80.096386	38.4370316373
1997	41.68684	80.107811	36.3146715236
1997	38.781087	79.867783	58.8759379386
1997	37.924418	80.45059	40.6497447578
1997	38.291416	80.797516	51.8623196732
1997	36.510212	82.299397	38.2311976276
1997	36.702162	83.130334	38.9052266557
1997	35.568849	83.465614	89.7455172047
1997	34.763522	85.9774	73.5784781189
1997	39.384926	88.798862	56.7438190106
1997	34.904122	87.650997	97.635733916
1997	35.183794	89.895397	81.4641152892
1997	34.441988	87.842815	83.6524624881
1997	33.553444	86.896536	58.2182499233
1997	31.99033	87.302205	74.1574983699
1997	31.121748	87.168429	103.5795365573
1997	30.659218	87.746067	103.4797110771
1997	31.685521	87.818624	64.0479127988
1997	29.91811	89.263494	87.3276311481
1997	29.5033	90.036231	75.4595651005
1997	29.402337	89.298489	101.1353131143
1997	26.19352	80.476658	62.6630146568
1997	27.953115	81.692783	83.1153411596
1997	26.645763	80.448673	68.9175756174
1997	27.079954	80.398211	53.1005130763
1997	29.057617	81.161813	58.4540326426
1997	28.298276	80.700384	55.2074696455
1997	28.764113	81.712282	65.697088538
1997	31.050881	82.421507	64.9537849544
1997	32.800458	79.94248	65.4989881146
1997	33.436135	80.802913	58.1758688405
1997	33.626463	79.716475	62.7869728009
1997	35.606269	75.767536	48.7992986341
1997	34.858313	76.526967	68.8338432565
1997	34.260471	78.636378	48.9127718028
1997	39.603621	77.814671	85.6798404348
1997	40.311068	79.466688	66.6645735783
1997	41.427334	78.653938	38.6891568248
1997	40.90916	77.84783	53.0472107165
1997	41.245301	77.649141	39.9968187504
1997	41.343624	77.055253	35.4537509776
1997	43.786397	75.442617	41.8843880931
1997	43.008546	76.574587	26.0158208978
1997	41.646589	75.292485	51.4835660803
1997	42.193987	74.966728	42.0525547005
1997	43.461635	74.894694	35.4048004479
1997	43.657879	74.502456	37.6309595243
1997	43.312377	73.439428	37.5704617522
1997	43.555105	73.838139	40.7930366145
1997	42.311693	71.940282	45.7484776189
1997	41.798819	70.211083	47.9805707185
1997	44.042045	69.038515	52.9521378372
1997	43.994265	69.514029	53.7011738173
1997	44.505361	69.139678	41.816340458
1997	44.417012	69.765764	43.9122924713
1997	44.167681	70.207435	58.1010118776
1997	43.916694	69.843994	59.319012944
1997	43.427239	70.670402	83.1833965924
1997	43.867567	71.201665	63.2504703259
1997	44.003392	72.369687	43.2141567734
1997	44.031248	73.141581	33.3020214175
1997	44.274953	72.609475	46.7993627596
1997	44.603504	72.638356	50.0963850865
1997	44.828442	72.25163	48.3224794307
1997	44.858964	72.909402	41.1203513966
1997	44.801788	73.300758	35.8995652726
1997	44.460676	73.070525	36.4592346198
1997	44.894954	83.426574	35.4107209201
1997	45.024134	84.130107	28.9256150927
1997	45.021794	84.576597	34.8256710587
1997	45.47612	84.495271	28.9707181564
1997	46.940602	85.582368	28.2687635141
1997	45.590094	84.986822	39.148677115
1997	45.005457	85.175625	32.2458744407
1997	45.146182	86.051574	32.3748036133
1997	46.696068	88.356022	29.3954364773
1997	46.012823	87.866119	38.8224287078
1997	45.666882	88.773225	36.9425096908
1997	45.849646	88.400322	39.9121250524
1997	46.170249	88.540409	37.8894530242
1997	45.338319	89.742082	38.6729911788
1997	46.32655	90.261299	32.8967150747
1997	45.679072	90.35965	31.3062583151
1997	45.864913	91.14713	32.550817973
1997	45.892463	91.796423	42.021882973
1997	45.069092	91.283505	34.5760382293
1997	45.437192	91.852892	40.6339987983
1997	46.603818	92.671044	47.5200191271
1997	46.10094	92.763094	39.6730169427
1997	45.037929	92.890117	60.1527356771
1997	45.505444	92.903849	45.5494572208
1997	45.27411	93.242723	60.4438463292
1997	45.006064	93.475185	67.5135610268
1997	45.562431	93.296339	44.2440484848
1997	45.94776	93.297788	30.4320188155
1997	45.929043	93.632996	31.7897415156
1997	45.701227	94.00144	39.236136243
1997	45.443171	93.775092	52.0845478795
1997	45.175091	93.966397	55.6719804924
1997	45.123156	94.527346	51.0488060401
1997	45.152714	95.004981	40.3533981924
1997	46.066569	94.900576	33.5027743198
1997	46.586784	94.988331	31.7100385628
1997	46.491114	94.071213	41.0271939861
1997	47.095551	94.91329	33.06885485
1997	48.77604	96.780349	37.0164550693
1997	48.766896	97.545405	40.9437086468
1997	47.918667	98.204428	31.4740671672
1997	47.463463	98.232444	28.8780628713
1997	47.458288	97.718895	26.6223110304
1997	47.446215	97.164754	36.9529074412
1997	47.865487	96.08718	41.6378178093
1997	47.325842	95.810703	51.2674656872
1997	47.32947	96.463807	52.9421409356
1997	46.898377	96.494901	31.1446203837
1997	45.936429	95.46061	31.1154265182
1997	45.589623	95.446705	32.3614155528
1997	45.028625	95.564108	33.4635325553
1997	45.27545	95.690398	32.4437607008
1997	45.419925	96.402226	35.0574242517
1997	45.593461	95.992315	34.6748608336
1997	45.930743	96.010699	30.237655824
1997	45.76984	96.475049	30.8941730629
1997	44.966324	97.198843	44.2512755886
1997	44.855211	97.724912	56.7193736349
1997	45.737054	97.580884	27.9650833849
1997	46.449276	97.647554	31.3152325278
1997	46.108206	97.63003	27.1066865891
1997	46.117034	99.443041	36.8068732551
1997	44.931034	98.339644	35.0753792105
1997	45.065476	99.153564	31.5643683449
1997	45.427605	100.027856	33.0307866818
1997	45.782241	100.027951	33.2916919166
1997	46.284255	100.237842	33.2472788571
1997	47.118079	101.33142	34.9085993917
1997	47.581373	100.341499	33.490984356
1997	47.580851	99.671502	32.6034677196
1997	47.464327	98.872817	33.1109645482
1997	47.723436	98.900475	37.6083458351
1997	48.238883	99.966497	27.0983745844
1997	48.768272	99.840463	34.9632574998
1997	48.682183	99.248158	36.6181862289
1997	48.712782	101.658152	25.0649483939
1997	48.786453	102.520087	47.4658308677
1997	48.210291	102.364756	36.9854234898
1997	48.818142	103.497653	55.4953797858
1997	46.962866	104.274466	45.6670950838
1997	46.357827	101.639049	36.3192445927
1997	44.353669	103.796528	38.1262730135
1997	46.209636	107.280494	41.5826411872
1997	47.032558	110.30532	30.1496691983
