State	County	Latitude	Longitude	Name	State_FIPS	USPS_Code
TN	Williamson	35.894972	86.896958	Tennessee	47	TN
TN	Wilson	36.148476	86.29021	Tennessee	47	TN
TX	Anderson	31.841266	95.661744	Texas	48	TX
TX	Andrews	32.312258	102.640206	Texas	48	TX
TX	Angelina	31.251951	94.611056	Texas	48	TX
TX	Aransas	28.104225	96.977983	Texas	48	TX
TX	Archer	33.616305	98.687267	Texas	48	TX
TX	Armstrong	34.964179	101.356636	Texas	48	TX
TX	Atascosa	28.894296	98.528187	Texas	48	TX
TX	Austin	29.891901	96.27017	Texas	48	TX
TX	Bailey	34.067521	102.830345	Texas	48	TX
TX	Bandera	29.755748	99.260682	Texas	48	TX
TX	Bastrop	30.103128	97.311859	Texas	48	TX
TX	Baylor	33.618172	99.197228	Texas	48	TX
TX	Bee	28.416077	97.742586	Texas	48	TX
TX	Bell	31.04211	97.481921	Texas	48	TX
TX	Bexar	29.448671	98.520147	Texas	48	TX
TX	Blanco	30.265605	98.399977	Texas	48	TX
TX	Borden	32.744062	101.433033	Texas	48	TX
TX	Bosque	31.900764	97.637632	Texas	48	TX
TX	Bowie	33.446051	94.422375	Texas	48	TX
TX	Brazoria	29.167818	95.434647	Texas	48	TX
TX	Brazos	30.656725	96.302389	Texas	48	TX
TX	Brewster	29.808997	103.252458	Texas	48	TX
TX	Briscoe	34.525173	101.205893	Texas	48	TX
TX	Brooks	27.034994	98.215276	Texas	48	TX
TX	Brown	31.764103	98.99847	Texas	48	TX
TX	Burleson	30.493487	96.622091	Texas	48	TX
TX	Burnet	30.789616	98.201195	Texas	48	TX
TX	Caldwell	29.840422	97.631097	Texas	48	TX
TX	Calhoun	28.445366	96.5833	Texas	48	TX
TX	Callahan	32.29315	99.372249	Texas	48	TX
TX	Cameron	26.102923	97.478958	Texas	48	TX
TX	Camp	32.974581	94.979085	Texas	48	TX
TX	Carson	35.405496	101.355356	Texas	48	TX
TX	Cass	33.083698	94.357579	Texas	48	TX
TX	Castro	34.533621	102.258786	Texas	48	TX
TX	Chambers	29.703933	94.668875	Texas	48	TX
TX	Cherokee	31.843859	95.156504	Texas	48	TX
TX	Childress	34.529337	100.208336	Texas	48	TX
TX	Clay	33.785904	98.212918	Texas	48	TX
TX	Cochran	33.60844	102.830449	Texas	48	TX
TX	Coke	31.877105	100.635236	Texas	48	TX
TX	Coleman	31.914205	99.346622	Texas	48	TX
TX	Collin	33.193885	96.578153	Texas	48	TX
TX	Collingsworth	34.963358	100.272135	Texas	48	TX
TX	Colorado	29.595908	96.508389	Texas	48	TX
TX	Comal	29.803019	98.255201	Texas	48	TX
TX	Comanche	31.951645	98.549617	Texas	48	TX
TX	Concho	31.318865	99.863648	Texas	48	TX
TX	Cooke	33.639169	97.210372	Texas	48	TX
TX	Coryell	31.391177	97.798022	Texas	48	TX
TX	Cottle	34.091906	100.276442	Texas	48	TX
TX	Crane	31.422797	102.487774	Texas	48	TX
TX	Crockett	30.717532	101.404211	Texas	48	TX
TX	Crosby	33.609144	101.29871	Texas	48	TX
TX	Culberson	31.445909	104.526945	Texas	48	TX
TX	Dallam	36.28637	102.59402	Texas	48	TX
TX	Dallas	32.766987	96.778424	Texas	48	TX
TX	Dawson	32.741934	101.947322	Texas	48	TX
TX	Deaf Smith	34.940766	102.607564	Texas	48	TX
TX	Delta	33.385933	95.67335	Texas	48	TX
TX	Denton	33.205005	97.119046	Texas	48	TX
TX	DeWitt	29.082342	97.361656	Texas	48	TX
TX	Dickens	33.614666	100.786095	Texas	48	TX
TX	Dimmit	28.423587	99.765871	Texas	48	TX
TX	Donley	34.955036	100.815846	Texas	48	TX
TX	Duval	27.681123	98.497393	Texas	48	TX
TX	Eastland	32.324645	98.83656	Texas	48	TX
TX	Ector	31.865301	102.542507	Texas	48	TX
TX	Edwards	29.985877	100.307373	Texas	48	TX
TX	Ellis	32.347279	96.798336	Texas	48	TX
TX	El Paso	31.766403	106.241391	Texas	48	TX
TX	Erath	32.238136	98.222377	Texas	48	TX
TX	Falls	31.25193	96.934128	Texas	48	TX
TX	Fannin	33.591161	96.104988	Texas	48	TX
TX	Fayette	29.877886	96.921231	Texas	48	TX
TX	Fisher	32.740473	100.40312	Texas	48	TX
TX	Floyd	34.073731	101.303274	Texas	48	TX
TX	Foard	33.980404	99.777427	Texas	48	TX
TX	Fort Bend	29.526602	95.771015	Texas	48	TX
TX	Franklin	33.175846	95.219066	Texas	48	TX
TX	Freestone	31.701654	96.144237	Texas	48	TX
TX	Frio	28.869334	99.108788	Texas	48	TX
TX	Gaines	32.743942	102.631562	Texas	48	TX
TX	Galveston	29.228706	94.894865	Texas	48	TX
TX	Garza	33.183792	101.301134	Texas	48	TX
TX	Gillespie	30.32639	98.942106	Texas	48	TX
TX	Glasscock	31.868591	101.528971	Texas	48	TX
TX	Goliad	28.6607	97.430415	Texas	48	TX
TX	Gonzales	29.468704	97.477738	Texas	48	TX
TX	Gray	35.402542	100.812374	Texas	48	TX
TX	Grayson	33.624508	96.675699	Texas	48	TX
TX	Gregg	32.486397	94.816276	Texas	48	TX
TX	Grimes	30.543231	95.988082	Texas	48	TX
TX	Guadalupe	29.583208	97.949027	Texas	48	TX
TX	Hale	34.068436	101.822888	Texas	48	TX
TX	Hall	34.453189	100.576343	Texas	48	TX
TX	Hamilton	31.706982	98.111794	Texas	48	TX
TX	Hansford	36.272847	101.35693	Texas	48	TX
TX	Hardeman	34.289904	99.745697	Texas	48	TX
TX	Hardin	30.329612	94.393149	Texas	48	TX
TX	Harris	29.857273	95.393037	Texas	48	TX
TX	Harrison	32.547993	94.374425	Texas	48	TX
TX	Hartley	35.840244	102.610047	Texas	48	TX
TX	Haskell	33.175965	99.730773	Texas	48	TX
TX	Hays	30.061225	98.029267	Texas	48	TX
TX	Hemphill	35.816237	100.284807	Texas	48	TX
TX	Henderson	32.211633	95.853418	Texas	48	TX
TX	Hidalgo	26.396384	98.18099	Texas	48	TX
TX	Hill	31.98224	97.129886	Texas	48	TX
TX	Hockley	33.605932	102.343398	Texas	48	TX
TX	Hood	32.430149	97.831677	Texas	48	TX
TX	Hopkins	33.148959	95.565194	Texas	48	TX
TX	Houston	31.323036	95.4216	Texas	48	TX
TX	Howard	32.303583	101.43853	Texas	48	TX
TX	Hudspeth	31.450868	105.377549	Texas	48	TX
TX	Hunt	33.123438	96.083807	Texas	48	TX
TX	Hutchinson	35.837047	101.362746	Texas	48	TX
TX	Irion	31.303424	100.981304	Texas	48	TX
TX	Jack	33.232277	98.171902	Texas	48	TX
TX	Jackson	28.959802	96.58908	Texas	48	TX
TX	Jasper	30.752932	94.022294	Texas	48	TX
TX	Jeff Davis	30.617087	104.18786	Texas	48	TX
TX	Jefferson	29.854	94.149331	Texas	48	TX
TX	Jim Hogg	27.041212	98.700127	Texas	48	TX
TX	Jim Wells	27.733516	98.090814	Texas	48	TX
TX	Johnson	32.379511	97.364823	Texas	48	TX
TX	Jones	32.743709	99.87443	Texas	48	TX
TX	Karnes	28.907618	97.860767	Texas	48	TX
TX	Kaufman	32.598944	96.288378	Texas	48	TX
TX	Kendall	29.944524	98.711094	Texas	48	TX
TX	Kenedy	26.890232	97.591233	Texas	48	TX
TX	Kent	33.18478	100.76972	Texas	48	TX
TX	Kerr	30.053928	99.351968	Texas	48	TX
TX	Kimble	30.479472	99.746396	Texas	48	TX
TX	King	33.614159	100.250548	Texas	48	TX
TX	Kinney	29.347087	100.4177	Texas	48	TX
TX	Kleberg	27.438735	97.66062	Texas	48	TX
TX	Knox	33.616657	99.747112	Texas	48	TX
TX	Lamar	33.667263	95.570348	Texas	48	TX
TX	Lamb	34.068862	102.348018	Texas	48	TX
TX	Lampasas	31.196731	98.240889	Texas	48	TX
TX	La Salle	28.351098	99.096774	Texas	48	TX
TX	Lavaca	29.382578	96.923633	Texas	48	TX
TX	Lee	30.321105	96.976365	Texas	48	TX
TX	Leon	31.300493	95.995622	Texas	48	TX
TX	Liberty	30.162189	94.822682	Texas	48	TX
TX	Limestone	31.547543	96.593623	Texas	48	TX
TX	Lipscomb	36.2802	100.272683	Texas	48	TX
TX	Live Oak	28.351535	98.126961	Texas	48	TX
TX	Llano	30.707585	98.68469	Texas	48	TX
TX	Loving	31.844936	103.561229	Texas	48	TX
TX	Lubbock	33.611469	101.819944	Texas	48	TX
TX	Lynn	33.178412	101.818493	Texas	48	TX
TX	McCulloch	31.205477	99.359856	Texas	48	TX
TX	McLennan	31.549493	97.201472	Texas	48	TX
TX	McMullen	28.384922	98.578853	Texas	48	TX
TX	Madison	30.966878	95.930372	Texas	48	TX
TX	Marion	32.797757	94.357673	Texas	48	TX
TX	Martin	32.30983	101.961836	Texas	48	TX
TX	Mason	30.703232	99.237608	Texas	48	TX
TX	Matagorda	28.783341	95.997755	Texas	48	TX
TX	Maverick	28.745217	100.311368	Texas	48	TX
TX	Medina	29.353661	99.111085	Texas	48	TX
TX	Menard	30.883707	99.854936	Texas	48	TX
TX	Midland	31.870896	102.024326	Texas	48	TX
TX	Milam	30.791242	96.984395	Texas	48	TX
TX	Mills	31.494889	98.594623	Texas	48	TX
TX	Mitchell	32.303781	100.92458	Texas	48	TX
TX	Montague	33.676289	97.724747	Texas	48	TX
TX	Montgomery	30.302364	95.503523	Texas	48	TX
TX	Moore	35.835676	101.890502	Texas	48	TX
TX	Morris	33.116466	94.731265	Texas	48	TX
TX	Motley	34.058383	100.793696	Texas	48	TX
TX	Nacogdoches	31.62056	94.62025	Texas	48	TX
TX	Navarro	32.04845	96.476908	Texas	48	TX
TX	Newton	30.786718	93.73925	Texas	48	TX
TX	Nolan	32.312338	100.418108	Texas	48	TX
TX	Nueces	27.739406	97.521643	Texas	48	TX
TX	Ochiltree	36.278744	100.815864	Texas	48	TX
TX	Oldham	35.401921	102.59762	Texas	48	TX
TX	Orange	30.120918	93.893358	Texas	48	TX
TX	Palo Pinto	32.75221	98.317974	Texas	48	TX
TX	Panola	32.163978	94.305156	Texas	48	TX
TX	Parker	32.777096	97.805905	Texas	48	TX
TX	Parmer	34.532163	102.784853	Texas	48	TX
TX	Pecos	30.770894	102.71986	Texas	48	TX
TX	Polk	30.784553	94.837338	Texas	48	TX
TX	Potter	35.398675	101.893804	Texas	48	TX
TX	Presidio	30.005891	104.261619	Texas	48	TX
TX	Rains	32.87058	95.79544	Texas	48	TX
TX	Randall	34.962529	101.895547	Texas	48	TX
TX	Reagan	31.372895	101.513901	Texas	48	TX
TX	Real	29.82303	99.805303	Texas	48	TX
TX	Red River	33.619626	95.048429	Texas	48	TX
TX	Reeves	31.308366	103.712706	Texas	48	TX
TX	Refugio	28.312496	97.160479	Texas	48	TX
TX	Roberts	35.836216	100.807555	Texas	48	TX
TX	Robertson	31.025481	96.514941	Texas	48	TX
TX	Rockwall	32.889216	96.407501	Texas	48	TX
TX	Runnels	31.833311	99.967856	Texas	48	TX
TX	Rusk	32.109423	94.756382	Texas	48	TX
TX	Sabine	31.3433	93.851913	Texas	48	TX
TX	San Augustine	31.382449	94.16318	Texas	48	TX
TX	San Jacinto	30.574218	95.162852	Texas	48	TX
TX	San Patricio	28.011782	97.517165	Texas	48	TX
TX	San Saba	31.155138	98.819292	Texas	48	TX
TX	Schleicher	30.896233	100.527216	Texas	48	TX
TX	Scurry	32.744462	100.913399	Texas	48	TX
TX	Shackelford	32.743788	99.347045	Texas	48	TX
TX	Shelby	31.790137	94.142565	Texas	48	TX
TX	Sherman	36.277628	101.894716	Texas	48	TX
TX	Smith	32.377093	95.26963	Texas	48	TX
TX	Somervell	32.217942	97.769211	Texas	48	TX
TX	Starr	26.546335	98.715803	Texas	48	TX
TX	Stephens	32.731531	98.840081	Texas	48	TX
TX	Sterling	31.835774	101.054911	Texas	48	TX
TX	Stonewall	33.17958	100.253807	Texas	48	TX
TX	Sutton	30.517865	100.505395	Texas	48	TX
TX	Swisher	34.53046	101.732852	Texas	48	TX
TX	Tarrant	32.77204	97.291291	Texas	48	TX
TX	Taylor	32.295684	99.89322	Texas	48	TX
TX	Terrell	30.232332	102.072539	Texas	48	TX
TX	Terry	33.171229	102.339284	Texas	48	TX
TX	Throckmorton	33.170712	99.206137	Texas	48	TX
TX	Titus	33.214599	94.966783	Texas	48	TX
TX	Tom Green	31.401583	100.461355	Texas	48	TX
TX	Travis	30.239513	97.69127	Texas	48	TX
TX	Trinity	31.087483	95.153291	Texas	48	TX
TX	Tyler	30.769579	94.379449	Texas	48	TX
TX	Upshur	32.735878	94.941649	Texas	48	TX
TX	Upton	31.353849	102.042013	Texas	48	TX
TX	Uvalde	29.35034	99.761074	Texas	48	TX
TX	Val Verde	29.884961	101.146646	Texas	48	TX
TX	Van Zandt	32.558948	95.836391	Texas	48	TX
TX	Victoria	28.79637	96.971198	Texas	48	TX
TX	Walker	30.74309	95.569888	Texas	48	TX
TX	Waller	30.013578	95.982102	Texas	48	TX
TX	Ward	31.513069	103.105113	Texas	48	TX
TX	Washington	30.215075	96.410272	Texas	48	TX
TX	Webb	27.770584	99.326641	Texas	48	TX
TX	Wharton	29.278481	96.229675	Texas	48	TX
TX	Wheeler	35.392593	100.253107	Texas	48	TX
TX	Wichita	33.991103	98.716851	Texas	48	TX
TX	Wilbarger	34.08492	99.24244	Texas	48	TX
TX	Willacy	26.481092	97.584224	Texas	48	TX
TX	Williamson	30.64903	97.605069	Texas	48	TX
TX	Wilson	29.174303	98.085899	Texas	48	TX
TX	Winkler	31.831416	103.055986	Texas	48	TX
TX	Wise	33.219095	97.653997	Texas	48	TX
TX	Wood	32.783588	95.382166	Texas	48	TX
TX	Yoakum	33.172397	102.823771	Texas	48	TX
TX	Young	33.158787	98.678267	Texas	48	TX
TX	Zapata	26.996981	99.182603	Texas	48	TX
TX	Zavala	28.864652	99.75983	Texas	48	TX
UT	Beaver	38.357535	113.238948	Utah	49	UT
UT	Box Elder	41.476021	113.052922	Utah	49	UT
UT	Cache	41.734225	111.744581	Utah	49	UT
UT	Carbon	39.67005	110.590357	Utah	49	UT
UT	Daggett	40.890099	109.505786	Utah	49	UT
UT	Davis	41.037045	112.202123	Utah	49	UT
UT	Duchesne	40.289649	110.42983	Utah	49	UT
UT	Emery	39.009028	110.721111	Utah	49	UT
UT	Garfield	37.831622	111.450886	Utah	49	UT
UT	Grand	38.974326	109.57345	Utah	49	UT
UT	Iron	37.882727	113.290059	Utah	49	UT
UT	Juab	39.710827	112.794262	Utah	49	UT
UT	Kane	37.275118	111.815413	Utah	49	UT
UT	Millard	39.09454	113.525014	Utah	49	UT
UT	Morgan	41.091027	111.577885	Utah	49	UT
UT	Piute	38.335881	112.129376	Utah	49	UT
UT	Rich	41.627598	111.240227	Utah	49	UT
UT	Salt Lake	40.667882	111.924244	Utah	49	UT
UT	San Juan	37.623064	109.78932	Utah	49	UT
UT	Sanpete	39.380588	111.570451	Utah	49	UT
UT	Sevier	38.746825	111.81193	Utah	49	UT
UT	Summit	40.87206	110.968486	Utah	49	UT
UT	Tooele	40.467692	113.124015	Utah	49	UT
UT	Uintah	40.125887	109.517748	Utah	49	UT
UT	Utah	40.120409	111.668667	Utah	49	UT
UT	Wasatch	40.334884	111.161568	Utah	49	UT
UT	Washington	37.262531	113.4878	Utah	49	UT
UT	Wayne	38.261229	110.990323	Utah	49	UT
UT	Weber	41.270355	111.875879	Utah	49	UT
VT	Addison	44.031248	73.141581	Vermont	50	VT
VT	Bennington	43.035325	73.11146	Vermont	50	VT
VT	Caledonia	44.468791	72.112168	Vermont	50	VT
VT	Chittenden	44.460676	73.070525	Vermont	50	VT
VT	Essex	44.724021	71.732736	Vermont	50	VT
VT	Franklin	44.858964	72.909402	Vermont	50	VT
VT	Grand Isle	44.801788	73.300758	Vermont	50	VT
VT	Lamoille	44.603504	72.638356	Vermont	50	VT
VT	Orange	44.003392	72.369687	Vermont	50	VT
VT	Orleans	44.828442	72.25163	Vermont	50	VT
VT	Rutland	43.580844	73.038196	Vermont	50	VT
VT	Washington	44.274953	72.609475	Vermont	50	VT
VT	Windham	42.999143	72.716335	Vermont	50	VT
VT	Windsor	43.588143	72.591515	Vermont	50	VT
VA	Accomack	37.765944	75.757807	Virginia	51	VA
VA	Albemarle	38.024184	78.553506	Virginia	51	VA
VA	Alleghany	37.787905	80.008669	Virginia	51	VA
VA	Amelia	37.336131	77.973218	Virginia	51	VA
VA	Amherst	37.630362	79.147848	Virginia	51	VA
VA	Appomattox	37.370725	78.81094	Virginia	51	VA
VA	Arlington	38.878337	77.100703	Virginia	51	VA
VA	Augusta	38.167807	79.146682	Virginia	51	VA
VA	Bath	38.068988	79.732898	Virginia	51	VA
VA	Bedford	37.312408	79.527947	Virginia	51	VA
VA	Bland	37.130612	81.125853	Virginia	51	VA
VA	Botetourt	37.553193	79.805318	Virginia	51	VA
VA	Brunswick	36.764531	77.860916	Virginia	51	VA
VA	Buchanan	37.26812	82.038151	Virginia	51	VA
VA	Buckingham	37.573928	78.529169	Virginia	51	VA
VA	Campbell	37.210151	79.095429	Virginia	51	VA
VA	Caroline	38.030319	77.352348	Virginia	51	VA
VA	Carroll	36.732426	80.728043	Virginia	51	VA
VA	Charles City	37.361048	77.054171	Virginia	51	VA
VA	Charlotte	37.014091	78.661424	Virginia	51	VA
VA	Chesterfield	37.378434	77.585847	Virginia	51	VA
VA	Clarke	39.115931	77.992004	Virginia	51	VA
VA	Craig	37.473129	80.231734	Virginia	51	VA
VA	Culpeper	38.48593	77.956476	Virginia	51	VA
VA	Cumberland	37.520189	78.252836	Virginia	51	VA
VA	Dickenson	37.137081	82.349208	Virginia	51	VA
VA	Dinwiddie	37.073498	77.635492	Virginia	51	VA
VA	Essex	37.93948	76.941871	Virginia	51	VA
VA	Fairfax	38.833743	77.276117	Virginia	51	VA
VA	Fauquier	38.744103	77.821585	Virginia	51	VA
VA	Floyd	36.931438	80.350309	Virginia	51	VA
VA	Fluvanna	37.830606	78.284445	Virginia	51	VA
VA	Franklin	36.99235	79.883959	Virginia	51	VA
VA	Frederick	39.203637	78.263916	Virginia	51	VA
VA	Giles	37.31193	80.717178	Virginia	51	VA
VA	Gloucester	37.403541	76.523505	Virginia	51	VA
VA	Goochland	37.724166	77.914273	Virginia	51	VA
VA	Grayson	36.656303	81.225337	Virginia	51	VA
VA	Greene	38.297981	78.470163	Virginia	51	VA
VA	Greensville	36.680225	77.560261	Virginia	51	VA
VA	Halifax	36.766461	78.939614	Virginia	51	VA
VA	Hanover	37.760166	77.490992	Virginia	51	VA
VA	Henrico	37.437521	77.300333	Virginia	51	VA
VA	Henry	36.620593	79.980584	Virginia	51	VA
VA	Highland	38.356672	79.567958	Virginia	51	VA
VA	Isle of Wight	36.901418	76.707569	Virginia	51	VA
VA	James City	37.324427	76.778319	Virginia	51	VA
VA	King and Queen	37.720995	76.89109	Virginia	51	VA
VA	King George	38.277179	77.162702	Virginia	51	VA
VA	King William	37.70826	77.091054	Virginia	51	VA
VA	Lancaster	37.703831	76.413199	Virginia	51	VA
VA	Lee	36.702162	83.130334	Virginia	51	VA
VA	Loudoun	39.08113	77.638857	Virginia	51	VA
VA	Louisa	37.971681	77.959178	Virginia	51	VA
VA	Lunenburg	36.945757	78.242313	Virginia	51	VA
VA	Madison	38.412059	78.276961	Virginia	51	VA
VA	Mathews	37.425348	76.268808	Virginia	51	VA
VA	Mecklenburg	36.687256	78.368959	Virginia	51	VA
VA	Middlesex	37.606828	76.527958	Virginia	51	VA
VA	Montgomery	37.174885	80.387314	Virginia	51	VA
VA	Nelson	37.790016	78.879394	Virginia	51	VA
VA	New Kent	37.498974	76.993339	Virginia	51	VA
VA	Northampton	37.302629	75.923868	Virginia	51	VA
VA	Northumberland	37.856974	76.379687	Virginia	51	VA
VA	Nottoway	37.143696	78.052162	Virginia	51	VA
VA	Orange	38.250439	78.00998	Virginia	51	VA
VA	Page	38.623751	78.490471	Virginia	51	VA
VA	Patrick	36.667327	80.286141	Virginia	51	VA
VA	Pittsylvania	36.821721	79.398502	Virginia	51	VA
VA	Powhatan	37.549404	77.912855	Virginia	51	VA
VA	Prince Edward	37.224881	78.432957	Virginia	51	VA
VA	Prince George	37.187326	77.220993	Virginia	51	VA
VA	Prince William	38.702332	77.478887	Virginia	51	VA
VA	Pulaski	37.063385	80.713444	Virginia	51	VA
VA	Rappahannock	38.684522	78.168824	Virginia	51	VA
VA	Richmond	37.942894	76.730561	Virginia	51	VA
VA	Roanoke	37.331077	80.19011	Virginia	51	VA
VA	Rockbridge	37.814517	79.447754	Virginia	51	VA
VA	Rockingham	38.511257	78.876307	Virginia	51	VA
VA	Russell	36.93342	82.095934	Virginia	51	VA
VA	Scott	36.712778	82.613627	Virginia	51	VA
VA	Shenandoah	38.856204	78.573987	Virginia	51	VA
VA	Smyth	36.842318	81.539786	Virginia	51	VA
VA	Southampton	36.720173	77.103856	Virginia	51	VA
VA	Spotsylvania	38.182311	77.65628	Virginia	51	VA
VA	Stafford	38.418933	77.459043	Virginia	51	VA
VA	Surry	37.119761	76.880172	Virginia	51	VA
VA	Sussex	36.926645	77.259732	Virginia	51	VA
VA	Tazewell	37.125395	81.562924	Virginia	51	VA
VA	Warren	38.908187	78.207131	Virginia	51	VA
VA	Washington	36.747813	81.950291	Virginia	51	VA
VA	Westmoreland	38.109191	76.80417	Virginia	51	VA
VA	Wise	36.974561	82.62156	Virginia	51	VA
VA	Wythe	36.901471	81.084209	Virginia	51	VA
VA	York	37.220914	76.395533	Virginia	51	VA
VA	Alexandria	38.818343	77.082026	Virginia	51	VA
VA	Bedford	37.338156	79.520705	Virginia	51	VA
VA	Bristol	36.616954	82.157564	Virginia	51	VA
VA	Buena Vista	37.731663	79.356375	Virginia	51	VA
VA	Charlottesville	38.037658	78.485381	Virginia	51	VA
VA	Chesapeake	36.679376	76.301788	Virginia	51	VA
VA	Colonial Heights	37.261685	77.396804	Virginia	51	VA
VA	Covington	37.778143	79.986039	Virginia	51	VA
VA	Danville	36.583334	79.408071	Virginia	51	VA
VA	Emporia	36.696182	77.535975	Virginia	51	VA
VA	Fairfax	38.853183	77.299025	Virginia	51	VA
VA	Falls Church	38.883787	77.174639	Virginia	51	VA
VA	Franklin	36.684014	76.941396	Virginia	51	VA
VA	Fredericksburg	38.299272	77.486658	Virginia	51	VA
VA	Galax	36.66564	80.914308	Virginia	51	VA
VA	Hampton	37.04803	76.297149	Virginia	51	VA
VA	Harrisonburg	38.436013	78.874197	Virginia	51	VA
VA	Hopewell	37.29101	77.298944	Virginia	51	VA
VA	Lexington	37.782332	79.44432	Virginia	51	VA
VA	Lynchburg	37.399016	79.195458	Virginia	51	VA
VA	Manassas	38.747561	77.484727	Virginia	51	VA
VA	Manassas Park	38.768991	77.448681	Virginia	51	VA
VA	Martinsville	36.683527	79.863648	Virginia	51	VA
VA	Newport News	37.075978	76.521719	Virginia	51	VA
VA	Norfolk	36.923015	76.244641	Virginia	51	VA
VA	Norton	36.931549	82.625996	Virginia	51	VA
VA	Petersburg	37.20473	77.392368	Virginia	51	VA
VA	Poquoson	37.12836	76.303534	Virginia	51	VA
VA	Portsmouth	36.85943	76.356269	Virginia	51	VA
VA	Radford	37.120036	80.557048	Virginia	51	VA
VA	Richmond	37.531399	77.476009	Virginia	51	VA
VA	Roanoke	37.27783	79.958472	Virginia	51	VA
VA	Salem	37.285333	80.055241	Virginia	51	VA
VA	Staunton	38.158056	79.061501	Virginia	51	VA
VA	Suffolk	36.697157	76.634781	Virginia	51	VA
VA	Virginia Beach	36.779322	76.02402	Virginia	51	VA
VA	Waynesboro	38.067157	78.90142	Virginia	51	VA
VA	Williamsburg	37.269293	76.706717	Virginia	51	VA
VA	Winchester	39.173869	78.176356	Virginia	51	VA
WA	Adams	47.00484	118.533308	Washington	53	WA
WA	Asotin	46.181861	117.227781	Washington	53	WA
WA	Benton	46.228072	119.516864	Washington	53	WA
WA	Chelan	47.859892	120.618543	Washington	53	WA
WA	Clallam	48.113009	123.930611	Washington	53	WA
WA	Clark	45.771674	122.485903	Washington	53	WA
WA	Columbia	46.292851	117.911635	Washington	53	WA
WA	Cowlitz	46.185923	122.658682	Washington	53	WA
WA	Douglas	47.735866	119.69588	Washington	53	WA
WA	Ferry	48.437246	118.517074	Washington	53	WA
WA	Franklin	46.53458	118.906944	Washington	53	WA
WA	Garfield	46.429474	117.536715	Washington	53	WA
WA	Grant	47.213633	119.467788	Washington	53	WA
WA	Grays Harbor	47.142786	123.827043	Washington	53	WA
WA	Island	48.158436	122.670503	Washington	53	WA
WA	Jefferson	47.802641	123.52181	Washington	53	WA
WA	King	47.493554	121.832375	Washington	53	WA
WA	Kitsap	47.639687	122.649636	Washington	53	WA
WA	Kittitas	47.124444	120.676714	Washington	53	WA
WA	Klickitat	45.869509	120.780117	Washington	53	WA
WA	Lewis	46.580071	122.377444	Washington	53	WA
WA	Lincoln	47.582718	118.417668	Washington	53	WA
WA	Mason	47.354126	123.17385	Washington	53	WA
WA	Okanogan	48.550971	119.691035	Washington	53	WA
WA	Pacific	46.556587	123.782419	Washington	53	WA
WA	Pend Oreille	48.543877	117.232183	Washington	53	WA
WA	Pierce	47.040716	122.144709	Washington	53	WA
WA	San Juan	48.508862	123.100616	Washington	53	WA
WA	Skagit	48.493066	121.816278	Washington	53	WA
WA	Skamania	46.024782	121.953227	Washington	53	WA
WA	Snohomish	48.054913	121.766412	Washington	53	WA
WA	Spokane	47.620379	117.404392	Washington	53	WA
WA	Stevens	48.390648	117.854897	Washington	53	WA
WA	Thurston	46.932598	122.829441	Washington	53	WA
WA	Wahkiakum	46.294638	123.424458	Washington	53	WA
WA	Walla Walla	46.254606	118.480374	Washington	53	WA
WA	Whatcom	48.842653	121.836433	Washington	53	WA
WA	Whitman	46.903322	117.522962	Washington	53	WA
WA	Yakima	46.456558	120.740145	Washington	53	WA
WV	Barbour	39.139754	79.996914	West Virginia	54	WV
WV	Berkeley	39.457854	78.032338	West Virginia	54	WV
WV	Boone	38.022838	81.713314	West Virginia	54	WV
WV	Braxton	38.699302	80.731649	West Virginia	54	WV
WV	Brooke	40.272645	80.578691	West Virginia	54	WV
WV	Cabell	38.41958	82.243392	West Virginia	54	WV
WV	Calhoun	38.844159	81.115478	West Virginia	54	WV
WV	Clay	38.459826	81.081866	West Virginia	54	WV
WV	Doddridge	39.263482	80.701147	West Virginia	54	WV
WV	Fayette	38.030933	81.086051	West Virginia	54	WV
WV	Gilmer	38.915865	80.849409	West Virginia	54	WV
WV	Grant	39.105988	79.195064	West Virginia	54	WV
WV	Greenbrier	37.924418	80.45059	West Virginia	54	WV
WV	Hampshire	39.31214	78.611989	West Virginia	54	WV
WV	Hancock	40.516931	80.570057	West Virginia	54	WV
WV	Hardy	39.010818	78.843641	West Virginia	54	WV
WV	Harrison	39.279199	80.386487	West Virginia	54	WV
WV	Jackson	38.834234	81.677717	West Virginia	54	WV
WV	Jefferson	39.307399	77.86322	West Virginia	54	WV
WV	Kanawha	38.328061	81.523522	West Virginia	54	WV
WV	Lewis	38.988844	80.495518	West Virginia	54	WV
WV	Lincoln	38.171651	82.077547	West Virginia	54	WV
WV	Logan	37.830591	81.940853	West Virginia	54	WV
WV	McDowell	37.382663	81.658205	West Virginia	54	WV
WV	Marion	39.505839	80.243402	West Virginia	54	WV
WV	Marshall	39.854717	80.671378	West Virginia	54	WV
WV	Mason	38.759288	82.024172	West Virginia	54	WV
WV	Mercer	37.403448	81.106456	West Virginia	54	WV
WV	Mineral	39.405626	78.956581	West Virginia	54	WV
WV	Mingo	37.721151	82.158993	West Virginia	54	WV
WV	Monongalia	39.633645	80.059074	West Virginia	54	WV
WV	Monroe	37.550353	80.547891	West Virginia	54	WV
WV	Morgan	39.554835	78.257314	West Virginia	54	WV
WV	Nicholas	38.291416	80.797516	West Virginia	54	WV
