Year	Latitude	Longitude	meanprecipitation
1997	48.071738	99.361987	444.3032264593
1997	48.233842	100.633267	372.7113531974
1997	48.794412	100.831257	364.1672237019
1997	48.216686	101.540537	367.7650251887
1997	48.345867	103.4874	318.8980765112
1997	48.794429	105.541739	308.3570896578
1997	48.282747	104.99517	307.9500688492
1997	48.705523	104.533913	304.5613622169
1997	47.785513	104.563387	324.8981501615
1997	46.938924	103.844612	369.0968983347
1997	47.009283	103.364924	383.7741289553
1997	47.742475	103.403215	342.7569827232
1997	47.35461	102.612365	382.6256872931
1997	47.303279	101.820765	368.9488170889
1997	46.434939	102.458385	377.9961529893
1997	46.817031	102.662026	389.5838680039
1997	46.096815	102.533198	383.4421897428
1997	46.109282	101.047525	381.8656834738
1997	45.69834	101.176017	416.9584888407
1997	45.150005	100.852218	494.1550458416
1997	44.981666	101.669225	504.2022639787
1997	44.606792	102.715864	475.3567076032
1997	44.896435	103.501762	388.0042665582
1997	45.596612	103.473867	365.9066538923
1997	45.483387	102.467995	419.48223347
1997	46.445834	103.462462	358.2716420376
1997	46.107807	103.506586	365.2810715147
1997	46.318184	104.405718	351.9325612182
1997	45.40889	105.555259	355.7285920649
1997	45.516825	104.515324	349.2188956921
1997	44.589266	104.567298	468.3281814999
1997	44.241321	105.552029	392.6254066075
1997	44.044048	106.588541	447.9252301503
1997	44.781369	106.881211	531.8880429281
1997	47.272425	104.901027	320.4650948566
1997	46.852434	105.375808	305.5343423335
1997	47.629628	105.757222	289.1555780116
1997	48.250155	107.928833	313.9635030903
1997	47.141917	108.226575	326.9451176246
1997	48.428282	108.967648	328.1276257597
1997	47.222997	109.22328	445.8206259608
1997	47.886837	110.436189	325.7289905216
1997	47.316443	111.350571	437.0474857492
1997	46.585706	110.921781	617.948534461
1997	46.380624	109.174586	451.2366367117
1997	46.505665	108.436982	373.8485526975
1997	45.936987	108.276656	414.2039211911
1997	45.224475	109.028551	572.0616040225
1997	43.878831	107.669052	405.0940319847
1997	44.525654	107.993321	403.8997129736
1997	43.720871	108.435652	428.6116379382
1997	45.663496	109.391752	593.914560217
1997	45.81306	109.941312	670.3612975559
1997	45.319288	111.917328	642.0385952822
1997	44.049321	110.588102	1112.8520002831
1997	44.218091	111.484429	731.0543453251
1997	43.395171	111.621878	592.1999316305
1997	43.216357	112.399206	355.7141041774
1997	43.6851	113.177627	309.6276046834
1997	44.286251	112.36112	489.2756903765
1997	46.126557	112.056771	550.7033237173
1997	46.334476	111.496103	503.5433309624
1997	46.099059	113.139108	669.2315329535
1997	46.395358	113.425683	681.4644933667
1997	47.027263	113.892681	878.7884758188
1997	46.079298	114.119065	873.1539658117
1997	46.67257	115.6535	1406.0440818392
1997	47.347694	115.885092	1337.9335534781
1997	47.155213	115.06455	1121.9009897525
1997	47.677113	116.694918	982.7587959623
1997	48.390648	117.854897	693.3202925018
1997	48.543877	117.232183	1068.8275470411
1997	48.312512	116.59694	1056.3433342049
1997	48.542232	115.404343	908.3065624811
1997	47.756469	115.180225	900.7656199582
1997	47.642901	114.083687	710.0871134215
1997	48.705671	112.990502	687.1639598658
1997	47.819035	112.281725	475.0288737955
1997	48.230312	112.219928	396.5013236946
1997	48.628331	110.106372	255.0678897066
1997	48.559654	111.036924	240.4863758632
1997	48.645052	111.733493	259.0461878829
1997	48.842653	121.836433	2662.0423702067
1997	48.493066	121.816278	2966.7893648919
1997	48.113009	123.930611	2968.6589261991
1997	47.040716	122.144709	1866.1256560161
1997	47.802641	123.52181	3633.6794947426
1997	47.142786	123.827043	3479.6947204725
1997	46.024782	121.953227	3012.9083578414
1997	46.580071	122.377444	2140.8877762787
1997	46.456558	120.740145	691.6960422002
1997	46.53458	118.906944	249.6506908357
1997	47.213633	119.467788	234.8483564432
1997	47.124444	120.676714	1078.6501882881
1997	47.493554	121.832375	2388.704339521
1997	48.054913	121.766412	2887.0615404812
1997	47.859892	120.618543	1312.9933051723
1997	47.735866	119.69588	296.646033706
1997	48.550971	119.691035	618.5942242594
1997	48.437246	118.517074	579.0525896149
1997	47.620379	117.404392	558.3375262161
1997	47.582718	118.417668	356.9644042256
1997	47.00484	118.533308	301.4505871247
1997	46.903322	117.522962	493.3661908717
1997	46.254606	118.480374	425.4967648111
1997	46.228072	119.516864	230.1370497599
1997	45.5912	118.73388	541.7466122313
1997	45.304047	117.999136	706.992357097
1997	45.593753	117.18558	695.2408833149
1997	44.703427	117.691933	516.5368953529
1997	44.448213	116.79783	556.2219470149
1997	44.884583	116.431873	764.7784301834
1997	43.394482	113.95529	433.9025846631
1997	42.856937	113.64001	229.9162432571
1997	42.986181	114.153899	231.2776379652
1997	42.352309	114.665639	294.8456700735
1997	43.447861	116.244456	293.5191799029
1997	43.463396	114.804427	559.174935685
1997	43.987275	115.715111	777.3892053528
1997	43.623051	116.708527	251.7269512604
1997	43.915118	121.225575	579.4475228598
1997	44.163054	120.371585	354.924732677
1997	44.496326	119.014057	476.1280238815
1997	44.736411	120.026875	426.1800365332
1997	45.425496	119.602311	353.5468769387
1997	45.869509	120.780117	530.0782856039
1997	45.381666	120.211851	298.971405952
1997	45.399216	120.678512	287.6127144914
1997	45.164536	121.165069	484.1117754014
1997	44.64379	121.183021	533.4346593557
1997	44.900898	122.57626	1691.1440548676
1997	45.160493	122.195127	1959.8619613649
1997	44.494824	122.543756	1848.2263716762
1997	43.184193	124.092557	1738.266764997
1997	41.592919	120.71837	437.5727844465
1997	42.411782	122.675797	868.3417214717
1997	42.385382	123.597245	1396.8063840031
1997	41.749903	123.980998	2419.7137048397
1997	42.466671	124.211407	2789.4655289593
1997	44.641076	123.911183	2551.9316171252
1997	45.455743	123.759327	3365.9360983535
1997	40.126156	122.232276	853.5789169498
1997	39.602546	122.4017	617.1558453744
1997	39.094802	122.746757	992.6751359728
1997	38.532574	122.945194	1031.1643201473
1997	39.177739	122.237563	547.6970973347
1997	38.267226	121.939594	519.0147379727
1997	38.679268	121.903178	503.907311827
1997	37.919479	121.951543	485.4216101053
1997	37.220777	121.690622	574.6941006948
1997	37.562384	121.002656	314.2601992984
1997	36.610702	121.085296	407.2521549169
1997	37.194806	120.722802	272.3725027527
1997	37.570034	119.91286	692.0372264171
1997	37.210039	119.749852	556.7836981559
1997	38.021451	119.964708	959.139291421
1997	39.022214	119.197417	196.2780733922
1997	38.905129	119.609019	410.5234902836
1997	38.44355	120.653856	781.4297960894
1997	38.187844	120.555115	730.3729369492
1997	39.062032	120.722718	1091.4468903281
1997	38.785532	120.534398	1004.7545479226
1997	39.295191	120.773446	1228.3455628489
1997	39.576925	120.521993	1136.6860257297
1997	39.665959	121.601919	1063.9960074517
1997	39.99517	120.829516	1013.1147979852
1997	40.439639	118.409477	215.7344111373
1997	39.525701	118.270419	170.0305863212
1997	42.288635	113.605498	396.1409168269
1997	41.476021	113.052922	363.3567638792
1997	40.467692	113.124015	354.7964937196
1997	39.09454	113.525014	335.7486202466
1997	37.882727	113.290059	411.2564831525
1997	38.357535	113.238948	399.1747407216
1997	38.516647	118.416279	201.2484331513
1997	37.778966	117.632382	149.1936588928
1997	37.262531	113.4878	395.2608775242
1997	33.727625	114.038793	187.2738917922
1997	33.040816	115.355395	116.3734932194
1997	33.023604	116.776117	339.5474211695
1997	36.230453	118.780542	505.7033280381
1997	35.385227	120.44754	454.0339579502
1997	36.072478	119.81553	172.0340729491
1997	29.491993	90.394849	1722.9135706401
1997	29.333266	90.844191	1679.2110253512
1997	29.629349	91.463804	1696.6378258234
1997	30.121433	91.611481	1686.6652938717
1997	30.583441	91.989275	1626.844970237
1997	32.765675	90.387928	1584.8842098558
1997	33.828748	91.244427	1420.7524241776
1997	32.365824	91.240729	1575.2516215019
1997	32.344268	93.061513	1733.7456494738
1997	33.168219	92.598145	1592.4087731609
1997	33.446051	94.422375	1430.288298094
1997	32.577195	93.882423	1626.941573115
1997	31.193204	92.535953	1618.1513061836
1997	31.734982	93.086106	1600.9806386598
1997	30.229559	93.358015	1602.9767153137
1997	29.871989	93.165437	1600.6713055371
1997	29.228706	94.894865	1660.6091843726
1997	29.167818	95.434647	1716.977328154
1997	31.04211	97.481921	1152.6214660673
1997	29.857273	95.393037	1701.7987691827
1997	31.323036	95.4216	1343.9604945984
1997	32.211633	95.853418	1298.2565519999
1997	34.117073	94.766086	1384.0243937286
1997	32.04845	96.476908	1251.5220022214
1997	31.98224	97.129886	1165.8136142565
1997	31.391177	97.798022	1086.4775758193
1997	30.239513	97.69127	1136.2356405211
1997	29.755748	99.260682	1037.3864737102
1997	29.985877	100.307373	701.4434631671
1997	27.770584	99.326641	645.1080205152
1997	27.681123	98.497393	705.8771483093
1997	27.733516	98.090814	823.93230487
1997	27.739406	97.521643	1048.7432267488
1997	31.881793	109.75412	414.2571480183
1997	32.732087	108.381504	480.767901704
1997	31.899658	108.745729	394.1838064528
1997	32.184482	107.746639	308.4730938024
1997	32.588776	105.781079	439.4086947187
1997	32.457858	104.306471	452.6872946018
1997	31.445909	104.526945	365.7911722857
1997	31.450868	105.377549	297.0098972648
1997	30.005891	104.261619	360.7121571054
1997	30.617087	104.18786	420.3530748906
1997	29.808997	103.252458	354.9605432158
1997	28.745217	100.311368	616.1949918965
1997	29.884961	101.146646	515.1315855352
1997	30.717532	101.404211	487.3585561858
1997	30.232332	102.072539	391.324508966
1997	31.401583	100.461355	615.1592529748
1997	31.308366	103.712706	330.2411396124
1997	31.513069	103.105113	344.7126610303
1997	32.795687	103.413271	452.9795488416
1997	36.741964	101.488434	497.6861669173
1997	38.835387	102.604585	477.5643831354
1997	38.388466	102.75621	487.702097874
1997	36.755276	102.508735	502.9423403792
1997	37.303144	102.535457	494.4826960011
1997	36.612963	104.640126	554.2945961313
1997	38.99374	103.507555	453.9241360922
1997	38.170658	104.489893	458.9132244684
1997	38.455658	105.421438	506.1773992872
1997	38.033952	106.246675	515.9893326446
1997	37.213407	106.176447	627.7136185569
1997	37.277547	105.42894	490.4046382756
1997	37.687815	104.959928	623.8862782624
1997	36.576529	105.637987	539.9932565586
1997	35.513722	105.966441	516.8343656084
1997	35.982841	104.921898	647.5157999564
1997	36.488085	103.475723	506.5092245927
1997	35.863152	103.829931	525.2185972489
1997	35.476876	104.803515	610.5108488435
1997	34.869782	104.784968	593.2044071324
1997	35.107018	103.548071	586.4899952805
1997	34.021457	103.482725	537.5031510742
1997	34.351429	104.401527	583.5577303989
1997	33.740941	105.449083	553.0458875026
1997	34.634644	105.846836	562.5986318401
1997	33.119479	107.188161	393.1066136835
1997	33.991614	106.939003	418.1128174296
1997	35.054002	106.669065	456.6737343813
1997	35.685073	106.882618	474.1123115944
1997	35.573732	108.255307	421.3390934205
1997	33.901814	108.392097	470.5625116247
1997	33.238872	109.242323	488.8465193928
1997	32.931828	109.87831	402.197695955
1997	33.789618	110.81187	502.9211508301
1997	32.91891	111.367257	270.7280632908
1997	34.630044	112.573745	449.590080642
1997	38.009374	108.427326	626.8433886841
1997	37.747602	108.530383	673.9102857853
1997	37.338025	108.595786	512.467351514
1997	36.511625	108.324578	338.7600158517
1997	37.202395	107.050863	817.4364851375
1997	37.287367	107.839718	724.7448725789
1997	38.669679	107.078108	659.943022526
1997	39.217533	106.915943	835.226794935
1997	40.48316	106.985289	880.2802838838
1997	40.573984	108.204521	514.0217238528
1997	39.019492	108.461837	550.6329954116
1997	38.413427	108.263042	505.3344427132
1997	38.974326	109.57345	418.5170987895
1997	39.009028	110.721111	357.853367439
1997	38.261229	110.990323	343.4124677384
1997	38.746825	111.81193	567.1667728972
1997	40.120409	111.668667	598.8105560616
1997	40.334884	111.161568	716.9081003544
1997	39.67005	110.590357	518.8400937043
1997	40.289649	110.42983	598.877599194
1997	40.87206	110.968486	711.9692094198
1997	41.284726	110.558947	415.7029878637
1997	41.270355	111.875879	703.2118338054
1997	41.627598	111.240227	541.3317044746
1997	41.734225	111.744581	747.6819531027
1997	42.694126	112.844407	429.3149922288
1997	42.692939	112.228986	592.3170328133
1997	42.786273	111.544172	640.8715991459
1997	42.767928	109.91617	500.2233475362
1997	40.890099	109.505786	510.0254515642
1997	42.973641	106.764877	351.4229869247
1997	42.972839	105.507367	396.799730202
1997	43.846213	104.57002	424.3534085519
1997	43.062159	104.468373	456.5157857414
1997	42.08958	104.353482	444.3810728601
1997	42.130319	104.960809	439.143881399
1997	41.665514	105.721883	469.78958777
1997	40.663091	105.482131	654.8108916098
1997	40.663432	106.329248	709.7643138057
1997	40.123289	106.095876	681.8324637485
1997	39.118914	105.717648	543.7748381708
1997	38.827383	104.527472	580.493489548
1997	39.644632	104.331733	524.7400033215
1997	39.874325	104.331872	475.8427767303
1997	39.310817	104.117928	528.9769317518
1997	40.555794	104.383649	457.2691298347
1997	41.29283	104.660395	524.5465266203
1997	40.728091	103.090464	456.7458446376
1997	39.965413	103.209605	462.4309302342
1997	39.30534	102.603023	481.5626134004
1997	40.000631	102.422649	447.0184382726
1997	41.659381	102.328229	429.1347054168
1997	42.483806	103.742605	466.6656171668
1997	42.711214	103.134872	525.8895956807
1997	42.507074	102.389698	483.4684906954
1997	43.221504	103.512102	537.5628322024
1997	43.684943	103.46225	571.3068957195
1997	43.184826	101.676426	596.4914836632
1997	43.677294	101.626455	592.8755765011
1997	44.722325	100.131399	584.0064916855
1997	44.415547	100.749163	576.6470587785
1997	44.537301	99.492148	582.2124870951
1997	43.894812	99.841925	607.609461075
1997	43.58493	100.760598	607.0129942019
1997	43.208172	100.717204	594.5053836632
1997	42.413325	99.45853	564.7063855365
1997	42.34939	99.923176	580.35935331
1997	43.349729	99.876219	602.3160634326
1997	43.206185	98.595143	545.3397644126
1997	42.894448	98.773022	522.907048963
1997	42.459287	98.784766	526.2915852324
1997	44.715736	95.862756	601.7694866023
1997	44.999855	96.176836	587.8385965393
1997	42.39322	96.053296	568.6837235621
1997	40.637992	96.131027	770.4094964904
1997	41.050322	100.744481	497.5061119376
1997	38.049855	100.739929	592.4161672833
1997	36.224258	99.750139	804.8506904184
1997	36.313119	98.542015	923.0660106238
1997	34.377896	95.408085	1276.4362427974
1997	34.92554	95.74813	1114.9385176071
1997	35.617551	95.383911	1203.0984281449
1997	36.62468	96.408385	1109.8239423659
1997	34.858869	94.063641	1344.3040975433
1997	35.21855	93.720563	1154.3530613567
1997	36.946517	92.515892	993.0825598847
1997	36.383443	91.819239	988.702215308
1997	34.277696	91.930701	1415.106095824
1997	35.737499	91.559942	1109.8712676493
1997	35.568981	90.680595	1258.1848003868
1997	35.828268	90.630411	1197.6533884612
1997	39.21448	91.843415	930.0640064772
1997	39.625106	90.889034	805.0957026536
1997	38.781102	90.674915	885.1807503415
1997	40.156905	90.613464	812.1766797892
1997	42.362391	90.211471	833.8714330569
1997	41.468404	90.572203	802.0643296336
1997	44.723697	94.955617	615.8363623781
1997	44.246542	94.733647	601.6722760332
1997	44.35882	94.245685	667.9177741597
1997	45.028959	92.447284	774.4888427031
1997	44.725337	92.426279	813.6395212654
1997	43.599858	90.815226	788.0172370872
1997	42.840998	91.323511	810.5026977298
1997	42.870062	90.695368	802.5345741905
1997	44.898036	89.757823	728.2644295588
1997	44.789641	88.755813	679.8263375497
1997	44.996575	88.206516	680.0354547954
1997	43.754722	88.493284	695.1787805196
1997	43.427998	89.943329	748.5687253985
1997	43.471882	89.330472	750.9536651685
1997	43.067468	89.417852	762.8681390939
1997	42.059084	89.926485	805.2950850183
1997	40.236993	89.913575	821.706048685
1997	40.494559	88.844539	836.105373067
1997	41.448474	87.978456	886.8657322978
1997	41.139494	87.861125	913.1548796634
1997	41.894294	87.645455	867.0427620409
1997	42.595788	86.634745	935.5838436841
1997	45.067808	87.087936	674.2441480416
1997	42.117952	80.096386	1157.934943225
1997	41.68684	80.107811	1078.5898207927
1997	38.781087	79.867783	1313.0255288755
1997	37.924418	80.45059	1005.4622614706
1997	38.291416	80.797516	1152.2682438645
1997	36.510212	82.299397	1069.0559089632
1997	36.702162	83.130334	1233.1067280529
1997	35.568849	83.465614	1778.547988649
1997	34.763522	85.9774	1650.7026958807
1997	39.384926	88.798862	833.3981498063
1997	34.904122	87.650997	1620.7006748002
1997	35.183794	89.895397	1575.977101168
1997	34.441988	87.842815	1683.9410019627
1997	33.553444	86.896536	1630.8150577421
1997	31.99033	87.302205	1621.5733728046
1997	31.121748	87.168429	1728.4087322662
1997	30.659218	87.746067	1902.1228253418
1997	31.685521	87.818624	1658.9980457859
1997	29.91811	89.263494	1721.6300903103
1997	29.5033	90.036231	1631.8907743526
1997	29.402337	89.298489	1761.8479070386
1997	26.19352	80.476658	1652.6547947472
1997	27.953115	81.692783	1555.0103642229
1997	26.645763	80.448673	1550.1818286155
1997	27.079954	80.398211	1500.3779919743
1997	29.057617	81.161813	1467.1296830644
1997	28.298276	80.700384	1521.3225237313
1997	28.764113	81.712282	1503.7537476008
1997	31.050881	82.421507	1409.0271331484
1997	32.800458	79.94248	1478.3940648294
1997	33.436135	80.802913	1437.0403491544
1997	33.626463	79.716475	1466.4628544814
1997	35.606269	75.767536	1121.5202288654
1997	34.858313	76.526967	1294.2453108262
1997	34.260471	78.636378	1214.6979313592
1997	39.603621	77.814671	883.6957135276
1997	40.311068	79.466688	1064.8125002294
1997	41.427334	78.653938	1096.383342087
1997	40.90916	77.84783	995.5762042521
1997	41.245301	77.649141	966.3696377551
1997	41.343624	77.055253	891.0095521783
1997	43.786397	75.442617	1157.1069658205
1997	43.008546	76.574587	881.905713131
1997	41.646589	75.292485	929.5617526855
1997	42.193987	74.966728	940.8935128594
1997	43.461635	74.894694	1129.929173135
1997	43.657879	74.502456	1192.0879882495
1997	43.312377	73.439428	950.3879917715
1997	43.555105	73.838139	1079.7372815898
1997	42.311693	71.940282	1026.5714563351
1997	41.798819	70.211083	1071.3318934665
1997	44.042045	69.038515	1043.8805687891
1997	43.994265	69.514029	986.2532020979
1997	44.505361	69.139678	970.3891422302
1997	44.417012	69.765764	965.781803427
1997	44.167681	70.207435	1041.4541374034
1997	43.916694	69.843994	1028.8301731833
1997	43.427239	70.670402	1125.379976858
1997	43.867567	71.201665	1234.0680239376
1997	44.003392	72.369687	1030.1929672812
1997	44.031248	73.141581	943.3819019107
1997	44.274953	72.609475	1132.3279366592
1997	44.603504	72.638356	1240.6490505221
1997	44.828442	72.25163	1189.5135951404
1997	44.858964	72.909402	1035.7429046534
1997	44.801788	73.300758	801.3589645669
1997	44.460676	73.070525	952.4160156338
1997	44.894954	83.426574	679.6022168563
1997	45.024134	84.130107	668.260594686
1997	45.021794	84.576597	754.5715356336
1997	45.47612	84.495271	661.4170276844
1997	46.940602	85.582368	699.7396906251
1997	45.590094	84.986822	656.3231316388
1997	45.005457	85.175625	697.0957722685
1997	45.146182	86.051574	728.1407123972
1997	46.696068	88.356022	747.1618552846
1997	46.012823	87.866119	683.91316492
1997	45.666882	88.773225	733.5392791331
1997	45.849646	88.400322	695.4159005073
1997	46.170249	88.540409	726.8105236911
1997	45.338319	89.742082	762.6268811141
1997	46.32655	90.261299	779.4447219714
1997	45.679072	90.35965	754.7304966785
1997	45.864913	91.14713	701.7469469263
1997	45.892463	91.796423	650.2988055076
1997	45.069092	91.283505	744.6900816927
1997	45.437192	91.852892	726.4864889706
1997	46.603818	92.671044	629.397413322
1997	46.10094	92.763094	638.9101534917
1997	45.037929	92.890117	794.3734857682
1997	45.505444	92.903849	704.9740624603
1997	45.27411	93.242723	760.4332683017
1997	45.006064	93.475185	758.6678498673
1997	45.562431	93.296339	682.6228986709
1997	45.94776	93.297788	596.4899235103
1997	45.929043	93.632996	603.0244099238
1997	45.701227	94.00144	625.7631487549
1997	45.443171	93.775092	672.3550755422
1997	45.175091	93.966397	679.4130236739
1997	45.123156	94.527346	690.9796908131
1997	45.152714	95.004981	669.7997814318
1997	46.066569	94.900576	628.3358306854
1997	46.586784	94.988331	654.4772248314
1997	46.491114	94.071213	647.1650215152
1997	47.095551	94.91329	687.0714795561
1997	48.77604	96.780349	528.896526374
1997	48.766896	97.545405	521.3752796087
1997	47.918667	98.204428	502.6517357859
1997	47.463463	98.232444	507.2574712034
1997	47.458288	97.718895	534.8597821582
1997	47.446215	97.164754	595.1162846061
1997	47.865487	96.08718	633.4570054264
1997	47.325842	95.810703	706.5569652362
1997	47.32947	96.463807	684.9816223836
1997	46.898377	96.494901	664.4002262628
1997	45.936429	95.46061	624.5484916211
1997	45.589623	95.446705	608.2106386163
1997	45.028625	95.564108	611.9055542776
1997	45.27545	95.690398	614.6464281964
1997	45.419925	96.402226	570.5068501672
1997	45.593461	95.992315	603.3864550668
1997	45.930743	96.010699	596.0005742949
1997	45.76984	96.475049	577.1097408613
1997	44.966324	97.198843	578.0998312973
1997	44.855211	97.724912	587.1865482106
1997	45.737054	97.580884	530.3133670729
1997	46.449276	97.647554	511.1156227294
1997	46.108206	97.63003	515.523041231
1997	46.117034	99.443041	425.0077312562
1997	44.931034	98.339644	576.0025591591
1997	45.065476	99.153564	540.7678623896
1997	45.427605	100.027856	464.3441398201
1997	45.782241	100.027951	417.8412739635
1997	46.284255	100.237842	381.0017801693
1997	47.118079	101.33142	357.9036319525
1997	47.581373	100.341499	367.9897752261
1997	47.580851	99.671502	403.2889263327
1997	47.464327	98.872817	463.3514194267
1997	47.723436	98.900475	466.4845212632
1997	48.238883	99.966497	405.8941521671
1997	48.768272	99.840463	431.7251208848
1997	48.682183	99.248158	448.2204259795
1997	48.712782	101.658152	337.1282607831
