Year	Latitude	Longitude	maxtemperature
1997	48.233842	100.633267	308.7094455919
1997	48.794412	100.831257	307.43143926
1997	48.216686	101.540537	309.0738343316
1997	48.345867	103.4874	310.5761956117
1997	48.794429	105.541739	308.4442642888
1997	48.282747	104.99517	310.5958072428
1997	48.705523	104.533913	309.7591965487
1997	47.785513	104.563387	311.1700823826
1997	46.938924	103.844612	310.4118923152
1997	47.009283	103.364924	310.4435869157
1997	47.742475	103.403215	311.2784925923
1997	47.35461	102.612365	310.7290562868
1997	47.303279	101.820765	310.5084066293
1997	46.434939	102.458385	309.8539219889
1997	46.817031	102.662026	309.8780479892
1997	46.096815	102.533198	309.2872942456
1997	46.109282	101.047525	309.8397432349
1997	45.69834	101.176017	309.0895281524
1997	45.150005	100.852218	308.8991432115
1997	44.981666	101.669225	309.4247951169
1997	44.606792	102.715864	308.8712346562
1997	44.896435	103.501762	309.0351181489
1997	45.596612	103.473867	309.1123332206
1997	45.483387	102.467995	309.1699958991
1997	46.445834	103.462462	310.0565534971
1997	46.107807	103.506586	309.3446725072
1997	46.318184	104.405718	310.2736223913
1997	45.40889	105.555259	309.0832399645
1997	45.516825	104.515324	309.1490912018
1997	44.589266	104.567298	307.3006695521
1997	44.241321	105.552029	308.0242806862
1997	44.044048	106.588541	305.0425619458
1997	44.781369	106.881211	304.8145398348
1997	47.272425	104.901027	310.585559872
1997	46.852434	105.375808	310.6435707291
1997	47.629628	105.757222	310.6118449566
1997	48.250155	107.928833	309.280565927
1997	47.141917	108.226575	309.5876405207
1997	48.428282	108.967648	308.7848083483
1997	47.222997	109.22328	307.5925509788
1997	47.886837	110.436189	309.0552615538
1997	47.316443	111.350571	306.2398054962
1997	46.585706	110.921781	302.0930561779
1997	46.380624	109.174586	306.3724135604
1997	46.505665	108.436982	308.2552313345
1997	45.936987	108.276656	308.3207104033
1997	45.224475	109.028551	303.6808055729
1997	43.878831	107.669052	306.137812196
1997	44.525654	107.993321	304.506901131
1997	43.720871	108.435652	304.6988491109
1997	45.663496	109.391752	304.5868707027
1997	45.81306	109.941312	303.0764119148
1997	45.319288	111.917328	300.7073987259
1997	44.049321	110.588102	298.4533784375
1997	44.218091	111.484429	302.9343322199
1997	43.395171	111.621878	303.4566050248
1997	43.216357	112.399206	305.9724382685
1997	43.6851	113.177627	304.5465583272
1997	44.286251	112.36112	302.4026207162
1997	46.126557	112.056771	301.5267572905
1997	46.334476	111.496103	303.6205734078
1997	46.099059	113.139108	300.6567348811
1997	46.395358	113.425683	301.7107120838
1997	47.027263	113.892681	303.1097342204
1997	46.079298	114.119065	302.5771323703
1997	46.67257	115.6535	305.3594794424
1997	47.347694	115.885092	303.7501744332
1997	47.155213	115.06455	304.2570103292
1997	47.677113	116.694918	306.1573071785
1997	48.390648	117.854897	307.9407830807
1997	48.543877	117.232183	305.5748804456
1997	48.312512	116.59694	305.4615631104
1997	48.542232	115.404343	304.3620127741
1997	47.756469	115.180225	304.7109734604
1997	47.642901	114.083687	304.5697489515
1997	48.705671	112.990502	304.3365346081
1997	47.819035	112.281725	305.291183748
1997	48.230312	112.219928	306.781263609
1997	48.628331	110.106372	309.3972899737
1997	48.559654	111.036924	308.7360658424
1997	48.645052	111.733493	308.5768550695
1997	48.842653	121.836433	301.6084958661
1997	48.493066	121.816278	301.3457038591
1997	48.113009	123.930611	300.8877086046
1997	47.040716	122.144709	302.6392217247
1997	47.802641	123.52181	300.116803192
1997	47.142786	123.827043	302.1051173815
1997	46.024782	121.953227	302.5559535657
1997	46.580071	122.377444	303.894793649
1997	46.456558	120.740145	307.5258827716
1997	46.53458	118.906944	311.0983256761
1997	47.213633	119.467788	310.6257476198
1997	47.124444	120.676714	305.9987004724
1997	47.493554	121.832375	302.229338042
1997	48.054913	121.766412	301.421618443
1997	47.859892	120.618543	303.9121719042
1997	47.735866	119.69588	309.1755077689
1997	48.550971	119.691035	305.1036585761
1997	48.437246	118.517074	307.0877357815
1997	47.620379	117.404392	308.7597182925
1997	47.582718	118.417668	309.5890597394
1997	47.00484	118.533308	310.9060553298
1997	46.903322	117.522962	310.3999555964
1997	46.254606	118.480374	311.161885719
1997	46.228072	119.516864	311.5381079486
1997	45.5912	118.73388	308.5545957974
1997	45.304047	117.999136	306.1508951226
1997	45.593753	117.18558	306.1051925672
1997	44.703427	117.691933	306.5643702629
1997	44.448213	116.79783	308.351307172
1997	44.884583	116.431873	305.780673325
1997	43.394482	113.95529	304.268420075
1997	42.856937	113.64001	308.0696422292
1997	42.986181	114.153899	308.5936245415
1997	42.352309	114.665639	307.583560306
1997	43.447861	116.244456	310.5044861072
1997	43.463396	114.804427	303.1892708001
1997	43.987275	115.715111	304.9805742199
1997	43.623051	116.708527	311.1261045342
1997	43.915118	121.225575	306.705187253
1997	44.163054	120.371585	307.4680899574
1997	44.496326	119.014057	305.9853484443
1997	44.736411	120.026875	307.7758380308
1997	45.425496	119.602311	309.1741579182
1997	45.869509	120.780117	309.5682374931
1997	45.381666	120.211851	310.5234342918
1997	45.399216	120.678512	310.9840311137
1997	45.164536	121.165069	309.2478195104
1997	44.64379	121.183021	308.624001679
1997	44.900898	122.57626	304.5711955378
1997	45.160493	122.195127	303.551959906
1997	44.494824	122.543756	304.6210850863
1997	43.184193	124.092557	301.4553919555
1997	41.592919	120.71837	307.3121873539
1997	42.411782	122.675797	305.8360912566
1997	42.385382	123.597245	307.079883969
1997	41.749903	123.980998	301.9149842317
1997	42.466671	124.211407	303.3923420519
1997	44.641076	123.911183	300.9572847901
1997	45.455743	123.759327	301.3852788856
1997	40.126156	122.232276	311.9822614267
1997	39.602546	122.4017	313.4822228718
1997	39.094802	122.746757	312.7732602338
1997	38.532574	122.945194	308.0164964608
1997	39.177739	122.237563	314.9350252735
1997	38.267226	121.939594	313.1971407795
1997	38.679268	121.903178	315.7474145132
1997	37.919479	121.951543	310.9736884123
1997	37.220777	121.690622	311.6569518003
1997	37.562384	121.002656	315.3820914389
1997	36.610702	121.085296	313.6995468413
1997	37.194806	120.722802	315.8489652996
1997	37.570034	119.91286	311.3400459935
1997	37.210039	119.749852	311.5427768126
1997	38.021451	119.964708	306.5374135925
1997	39.022214	119.197417	309.0242275075
1997	38.905129	119.609019	306.614273455
1997	38.44355	120.653856	312.4054424752
1997	38.187844	120.555115	313.3510333996
1997	39.062032	120.722718	309.0200364669
1997	38.785532	120.534398	309.8273185048
1997	39.295191	120.773446	308.4678311765
1997	39.576925	120.521993	305.8637954002
1997	39.665959	121.601919	312.9954337846
1997	39.99517	120.829516	306.434892011
1997	40.439639	118.409477	309.5947405877
1997	39.525701	118.270419	310.0705675595
1997	42.288635	113.605498	306.0547449265
1997	41.476021	113.052922	308.0824372134
1997	40.467692	113.124015	309.4012000052
1997	39.09454	113.525014	309.1994898464
1997	37.882727	113.290059	306.7319924984
1997	38.357535	113.238948	307.044209135
1997	38.516647	118.416279	307.5608179376
1997	37.778966	117.632382	308.0668950678
1997	37.262531	113.4878	309.3222993131
1997	33.727625	114.038793	318.3836385519
1997	33.040816	115.355395	318.6830088148
1997	33.023604	116.776117	312.2075451951
1997	36.230453	118.780542	308.3445452376
1997	35.385227	120.44754	312.4213067101
1997	36.072478	119.81553	316.5218180611
1997	29.491993	90.394849	309.0724547994
1997	29.333266	90.844191	308.7537725495
1997	29.629349	91.463804	308.5071232095
1997	30.121433	91.611481	309.5517408593
1997	30.583441	91.989275	309.933073917
1997	32.765675	90.387928	310.1457369434
1997	33.828748	91.244427	310.0954615058
1997	32.365824	91.240729	309.8983493599
1997	32.344268	93.061513	309.3059024105
1997	33.168219	92.598145	309.6620801195
1997	33.446051	94.422375	309.6789015496
1997	32.577195	93.882423	309.4451213648
1997	31.193204	92.535953	309.7795047835
1997	31.734982	93.086106	309.5578615588
1997	30.229559	93.358015	309.5855334152
1997	29.871989	93.165437	309.1333974725
1997	29.228706	94.894865	308.4073667633
1997	29.167818	95.434647	309.7431981672
1997	31.04211	97.481921	311.737075806
1997	29.857273	95.393037	310.6774866269
1997	31.323036	95.4216	310.4490077047
1997	32.211633	95.853418	310.1640538512
1997	34.117073	94.766086	309.710865623
1997	32.04845	96.476908	311.1495038061
1997	31.98224	97.129886	311.2982204145
1997	31.391177	97.798022	311.6947684378
1997	30.239513	97.69127	311.5483650429
1997	29.755748	99.260682	310.5073829672
1997	29.985877	100.307373	311.3890984914
1997	27.770584	99.326641	314.5603923333
1997	27.681123	98.497393	314.4642747432
1997	27.733516	98.090814	314.1999987122
1997	27.739406	97.521643	311.9031607613
1997	31.881793	109.75412	311.7425944454
1997	32.732087	108.381504	309.2860754679
1997	31.899658	108.745729	312.1683982934
1997	32.184482	107.746639	312.6900739146
1997	32.588776	105.781079	309.1740910915
1997	32.457858	104.306471	311.9774071749
1997	31.445909	104.526945	310.9221385925
1997	31.450868	105.377549	311.0612856011
1997	30.005891	104.261619	309.9754339002
1997	30.617087	104.18786	308.4072991789
1997	29.808997	103.252458	310.7548059695
1997	28.745217	100.311368	314.4950024629
1997	29.884961	101.146646	312.8061036368
1997	30.717532	101.404211	311.4616826375
1997	30.232332	102.072539	311.5661288145
1997	31.401583	100.461355	311.7118507237
1997	31.308366	103.712706	313.2814361829
1997	31.513069	103.105113	313.4684145381
1997	32.795687	103.413271	311.8824986527
1997	36.741964	101.488434	313.2487966755
1997	38.835387	102.604585	310.5904694126
1997	38.388466	102.75621	311.4218394082
1997	36.755276	102.508735	311.4293556551
1997	37.303144	102.535457	311.2888336143
1997	36.612963	104.640126	303.8688989051
1997	38.99374	103.507555	309.9176366428
1997	38.170658	104.489893	310.1169660332
1997	38.455658	105.421438	304.3900368426
1997	38.033952	106.246675	299.9053040952
1997	37.213407	106.176447	299.3941903026
1997	37.277547	105.42894	301.2482818221
1997	37.687815	104.959928	303.7420238408
1997	36.576529	105.637987	301.243630389
1997	35.513722	105.966441	305.5419402417
1997	35.982841	104.921898	303.8677636854
1997	36.488085	103.475723	308.162945744
1997	35.863152	103.829931	308.8396258655
1997	35.476876	104.803515	307.0664798322
1997	34.869782	104.784968	308.8535815965
1997	35.107018	103.548071	310.6841940637
1997	34.021457	103.482725	310.6110053685
1997	34.351429	104.401527	310.4282409376
1997	33.740941	105.449083	307.9173498947
1997	34.634644	105.846836	307.1656150243
1997	33.119479	107.188161	309.8523120985
1997	33.991614	106.939003	309.0814552659
1997	35.054002	106.669065	308.4278744814
1997	35.685073	106.882618	306.5235110188
1997	35.573732	108.255307	306.2273455689
1997	33.901814	108.392097	305.4669565949
1997	33.238872	109.242323	309.219019341
1997	32.931828	109.87831	311.2065139297
1997	33.789618	110.81187	310.9179819391
1997	32.91891	111.367257	316.1646075925
1997	34.630044	112.573745	312.0239509179
1997	38.009374	108.427326	302.862566887
1997	37.747602	108.530383	301.9664953061
1997	37.338025	108.595786	306.0316421192
1997	36.511625	108.324578	308.2989662797
1997	37.202395	107.050863	301.5020514699
1997	37.287367	107.839718	302.1486346706
1997	38.669679	107.078108	299.0000283786
1997	39.217533	106.915943	298.3358135683
1997	40.48316	106.985289	301.3704153518
1997	40.573984	108.204521	306.0703111311
1997	39.019492	108.461837	305.8677805807
1997	38.413427	108.263042	305.8085312484
1997	38.974326	109.57345	309.2666039028
1997	39.009028	110.721111	308.1945365502
1997	38.261229	110.990323	308.1759971186
1997	38.746825	111.81193	303.4390233966
1997	40.120409	111.668667	305.9279724579
1997	40.334884	111.161568	301.485975551
1997	39.67005	110.590357	304.4048741999
1997	40.289649	110.42983	302.205944997
1997	40.87206	110.968486	300.5194153972
1997	41.284726	110.558947	303.7016480747
1997	41.270355	111.875879	305.4795198141
1997	41.627598	111.240227	303.4146093195
1997	41.734225	111.744581	303.7398516573
1997	42.694126	112.844407	306.5891376568
1997	42.692939	112.228986	304.9835632009
1997	42.786273	111.544172	302.8266782095
1997	42.767928	109.91617	300.1551198205
1997	40.890099	109.505786	303.4701844495
1997	42.973641	106.764877	306.5435033144
1997	42.972839	105.507367	307.6892032222
1997	43.846213	104.57002	308.4622261387
1997	43.062159	104.468373	309.4274868694
1997	42.08958	104.353482	310.5224516168
1997	42.130319	104.960809	309.0976868565
1997	41.665514	105.721883	303.5000312081
1997	40.663091	105.482131	302.8803986751
1997	40.663432	106.329248	299.7586160887
1997	40.123289	106.095876	299.1442188254
1997	39.118914	105.717648	299.2781277382
1997	38.827383	104.527472	307.1405031752
1997	39.644632	104.331733	310.3335555765
1997	39.874325	104.331872	311.1374309423
1997	39.310817	104.117928	308.7140608239
1997	40.555794	104.383649	310.3807112085
1997	41.29283	104.660395	307.4239236964
1997	40.728091	103.090464	311.1653976295
1997	39.965413	103.209605	310.9459643737
1997	39.30534	102.603023	310.4252059686
1997	40.000631	102.422649	311.3629070637
1997	41.659381	102.328229	310.7932792375
1997	42.483806	103.742605	310.0249200224
1997	42.711214	103.134872	310.3972571082
1997	42.507074	102.389698	310.2978319645
1997	43.221504	103.512102	310.3192157157
1997	43.684943	103.46225	307.4696534862
1997	43.184826	101.676426	309.9530863411
1997	43.677294	101.626455	310.729811668
1997	44.722325	100.131399	309.2553945721
1997	44.415547	100.749163	310.3971131485
1997	44.537301	99.492148	308.8541568951
1997	43.894812	99.841925	310.4859285998
1997	43.58493	100.760598	311.025659176
1997	43.208172	100.717204	310.1052762532
1997	42.413325	99.45853	310.255750753
1997	42.34939	99.923176	310.1091396612
1997	43.349729	99.876219	310.5427467864
1997	43.206185	98.595143	311.5623301326
1997	42.894448	98.773022	311.4322893505
1997	42.459287	98.784766	311.542439945
1997	44.715736	95.862756	307.4073603218
1997	44.999855	96.176836	307.885762077
1997	42.39322	96.053296	310.3628210874
1997	40.637992	96.131027	311.570917531
1997	41.050322	100.744481	311.0427825741
1997	38.049855	100.739929	311.9929351365
1997	36.224258	99.750139	311.7933023342
1997	36.313119	98.542015	312.446212451
1997	34.377896	95.408085	310.0693049262
1997	34.92554	95.74813	310.6014835229
1997	35.617551	95.383911	311.1705986176
1997	36.62468	96.408385	309.8929211224
1997	34.858869	94.063641	309.4475502169
1997	35.21855	93.720563	310.4083667195
1997	36.946517	92.515892	309.465345223
1997	36.383443	91.819239	310.61769741
1997	34.277696	91.930701	310.3053631528
1997	35.737499	91.559942	311.8709889368
1997	35.568981	90.680595	311.0171557119
1997	35.828268	90.630411	311.1020083583
1997	39.21448	91.843415	310.4819407756
1997	39.625106	90.889034	312.0322408783
1997	38.781102	90.674915	311.1838161799
1997	40.156905	90.613464	311.246834761
1997	42.362391	90.211471	308.6309639283
1997	41.468404	90.572203	310.8542244877
1997	44.723697	94.955617	307.0756712039
1997	44.246542	94.733647	306.1591964799
1997	44.35882	94.245685	306.0283723267
1997	45.028959	92.447284	306.0859133275
1997	44.725337	92.426279	305.9294951779
1997	43.599858	90.815226	305.6548018049
1997	42.840998	91.323511	307.0749482813
1997	42.870062	90.695368	306.9864380921
1997	44.898036	89.757823	304.7462973976
1997	44.789641	88.755813	305.041223362
1997	44.996575	88.206516	304.9372898131
1997	43.754722	88.493284	306.1759457049
1997	43.427998	89.943329	305.6835101798
1997	43.471882	89.330472	306.5725488109
1997	43.067468	89.417852	306.7937633666
1997	42.059084	89.926485	309.6478453239
1997	40.236993	89.913575	311.9020071242
1997	40.494559	88.844539	309.8266196065
1997	41.448474	87.978456	309.9693205041
1997	41.139494	87.861125	309.5443105172
1997	41.894294	87.645455	309.5563469689
1997	42.595788	86.634745	307.1153439401
1997	45.067808	87.087936	304.5377694923
1997	42.117952	80.096386	304.153814685
1997	41.68684	80.107811	304.8865540599
1997	38.781087	79.867783	302.7015013435
1997	37.924418	80.45059	304.3900320338
1997	38.291416	80.797516	304.5317410212
1997	36.510212	82.299397	306.8461949554
1997	36.702162	83.130334	306.7196147036
1997	35.568849	83.465614	304.2935594468
1997	34.763522	85.9774	308.3985172297
1997	39.384926	88.798862	310.6610495372
1997	34.904122	87.650997	309.1611207419
1997	35.183794	89.895397	310.1937080531
1997	34.441988	87.842815	308.6876059253
1997	33.553444	86.896536	309.8753301539
1997	31.99033	87.302205	309.9818029042
1997	31.121748	87.168429	310.0670165023
1997	30.659218	87.746067	309.2120999158
1997	31.685521	87.818624	309.9500992264
1997	29.91811	89.263494	308.2095740439
1997	29.5033	90.036231	309.1978738358
1997	29.402337	89.298489	307.8808602095
1997	26.19352	80.476658	308.5656816299
1997	27.953115	81.692783	309.1898697998
1997	26.645763	80.448673	308.1628276599
1997	27.079954	80.398211	308.0178009486
1997	29.057617	81.161813	309.1406085928
1997	28.298276	80.700384	308.3321976006
1997	28.764113	81.712282	309.2079798889
1997	31.050881	82.421507	311.4475551277
1997	32.800458	79.94248	308.491034453
1997	33.436135	80.802913	310.9946432599
1997	33.626463	79.716475	310.5248488972
1997	35.606269	75.767536	306.3332066932
1997	34.858313	76.526967	306.4429594984
1997	34.260471	78.636378	310.1165934119
1997	39.603621	77.814671	309.2683841068
1997	40.311068	79.466688	306.3926902614
1997	41.427334	78.653938	303.5288558608
1997	40.90916	77.84783	305.4483037335
1997	41.245301	77.649141	305.4847607584
1997	41.343624	77.055253	306.1391161489
1997	43.786397	75.442617	303.9870252219
1997	43.008546	76.574587	305.82387348
1997	41.646589	75.292485	305.7214418878
1997	42.193987	74.966728	304.7183888925
1997	43.461635	74.894694	303.6909378257
1997	43.657879	74.502456	302.7248794263
1997	43.312377	73.439428	305.9780329319
1997	43.555105	73.838139	304.0724862764
1997	42.311693	71.940282	305.6382272375
1997	41.798819	70.211083	304.192105421
1997	44.042045	69.038515	302.7486625795
1997	43.994265	69.514029	303.2402270458
1997	44.505361	69.139678	304.2007300748
1997	44.417012	69.765764	304.0558445593
1997	44.167681	70.207435	304.20928475
1997	43.916694	69.843994	303.683929186
1997	43.427239	70.670402	305.6870919566
1997	43.867567	71.201665	304.2925355174
1997	44.003392	72.369687	304.1132117423
1997	44.031248	73.141581	304.8133437563
1997	44.274953	72.609475	303.475019123
1997	44.603504	72.638356	302.2342906968
1997	44.828442	72.25163	301.9877262742
1997	44.858964	72.909402	303.2513169005
1997	44.801788	73.300758	304.6311697592
1997	44.460676	73.070525	304.2105083066
1997	44.894954	83.426574	307.4515173246
1997	45.024134	84.130107	307.4347989403
1997	45.021794	84.576597	307.1314374806
1997	45.47612	84.495271	306.8839036604
1997	46.940602	85.582368	305.7926098893
1997	45.590094	84.986822	304.597914863
1997	45.005457	85.175625	307.1764269046
1997	45.146182	86.051574	306.954774357
1997	46.696068	88.356022	303.5886723193
1997	46.012823	87.866119	304.0809282742
1997	45.666882	88.773225	302.7537950528
1997	45.849646	88.400322	303.3034359639
1997	46.170249	88.540409	302.9984991033
1997	45.338319	89.742082	303.8072266996
1997	46.32655	90.261299	303.6388944421
1997	45.679072	90.35965	303.849677563
1997	45.864913	91.14713	304.6275862635
1997	45.892463	91.796423	305.7552903517
1997	45.069092	91.283505	305.6291141199
1997	45.437192	91.852892	305.8769937495
1997	46.603818	92.671044	305.630977667
1997	46.10094	92.763094	305.9294292594
1997	45.037929	92.890117	306.7063633192
1997	45.505444	92.903849	307.119462526
1997	45.27411	93.242723	306.9767646405
1997	45.006064	93.475185	306.6267586845
1997	45.562431	93.296339	306.8610345817
1997	45.94776	93.297788	306.4334818254
1997	45.929043	93.632996	306.2856631949
1997	45.701227	94.00144	307.1936391563
1997	45.443171	93.775092	307.3883957479
1997	45.175091	93.966397	307.0668708075
1997	45.123156	94.527346	307.3477767651
1997	45.152714	95.004981	307.2981676582
1997	46.066569	94.900576	306.4202615798
1997	46.586784	94.988331	305.234690043
1997	46.491114	94.071213	305.5248013699
1997	47.095551	94.91329	304.8841508906
1997	48.77604	96.780349	306.0880200777
1997	48.766896	97.545405	306.4062635882
1997	47.918667	98.204428	306.6842865131
1997	47.463463	98.232444	307.0001664544
1997	47.458288	97.718895	306.840703866
1997	47.446215	97.164754	306.8951327552
1997	47.865487	96.08718	305.1299839606
1997	47.325842	95.810703	305.2375712
1997	47.32947	96.463807	306.2502099637
1997	46.898377	96.494901	306.543344386
1997	45.936429	95.46061	306.1301131809
1997	45.589623	95.446705	306.830274185
1997	45.028625	95.564108	307.1396436006
1997	45.27545	95.690398	307.1158664875
1997	45.419925	96.402226	307.4998901838
1997	45.593461	95.992315	306.6306311218
1997	45.930743	96.010699	306.6981762425
1997	45.76984	96.475049	307.7567799864
1997	44.966324	97.198843	307.8475519551
1997	44.855211	97.724912	308.382838988
1997	45.737054	97.580884	307.6202221658
1997	46.449276	97.647554	307.4504829758
1997	46.108206	97.63003	307.5357025908
1997	46.117034	99.443041	307.6066910713
1997	44.931034	98.339644	308.7528989014
1997	45.065476	99.153564	308.1005791572
1997	45.427605	100.027856	308.0023016122
1997	45.782241	100.027951	308.65607976
1997	46.284255	100.237842	309.0535215173
1997	47.118079	101.33142	310.0211287471
1997	47.581373	100.341499	308.5300046914
1997	47.580851	99.671502	307.7349867614
1997	47.464327	98.872817	307.425783262
1997	47.723436	98.900475	307.3171398333
1997	48.238883	99.966497	307.2310275386
1997	48.768272	99.840463	305.8926492944
1997	48.682183	99.248158	305.9492902832
1997	48.712782	101.658152	308.5295260554
1997	48.786453	102.520087	308.7679396652
1997	48.210291	102.364756	309.8078226003
1997	48.818142	103.497653	309.34679854
1997	46.962866	104.274466	310.5468154089
1997	46.357827	101.639049	309.6640547056
1997	44.353669	103.796528	304.5056997343
1997	46.209636	107.280494	309.6356923911
1997	47.032558	110.30532	304.4321535928
