Year,State,County,Latitude,Longitude,Maxprec
1997,NV,Nye,37.966378999999996,116.459047,21.09041634348953
1997,CA,Inyo,36.561977,117.403927,27.87445645901909
1997,CA,San Bernardino,34.85722,116.181197,33.669745287336546
1997,AZ,Navajo,35.390934,110.320908,20.19196196117043
1997,AZ,Apache,35.385845,109.493747,18.6011633246438
1997,ME,Oxford,44.494585,70.734688,51.64605397835516
1997,ME,Penobscot,45.390602,68.657487,36.558944700398655
1997,ME,Somerset,45.507482,69.97604,32.847530672357514
1997,ME,Aroostook,46.727057,68.64941,33.67267097137236
1997,MN,St. Louis,47.583852,92.463645,34.9501539268026
1997,MT,Custer,46.261480999999996,105.55050800000001,40.75628299103574
1997,MT,Rosebud,46.161734,106.701953,39.37952271333951
1997,MT,Valley,48.365713,106.68788300000001,27.356871455660357
1997,MT,Garfield,47.281174,106.982212,42.150471789684026
1997,MT,Big Horn,45.407869,107.51816299999999,28.42007755431493
1997,WY,Park,44.492387,109.593598,22.225085041830244
1997,MT,Park,45.421904999999995,110.532798,25.236043872450924
1997,MT,Beaverhead,45.133863,112.89286899999999,19.83446998156647
1997,MT,Gallatin,45.535559,111.17344299999999,26.29407174657795
1997,MT,Powell,46.844225,112.9311,25.10517489509666
1997,MT,Lewis and Clark,47.122133000000005,112.382954,26.77137414184945
1997,MT,Flathead,48.314696000000005,114.05431899999999,32.2950249612788
1997,ID,Idaho,45.849237,115.467376,37.71566255482886
1997,ID,Valley,44.771532,115.637875,49.92074710284933
1997,ID,Lemhi,44.928789,113.887841,24.031051231981486
1997,ID,Custer,44.273340999999995,114.252251,38.92144405133656
1997,ID,Elmore,43.394826,115.470751,27.434155940256254
1997,OR,Malheur,43.1877,117.603976,18.577323503618125
1997,ID,Owyhee,42.593063,116.142655,17.46111675880027
1997,OR,Harney,43.064355,118.985949,18.85492006273697
1997,OR,Douglas,43.285903999999995,123.15438,54.40611930979105
1997,OR,Lane,43.928276000000004,122.897678,58.55696075845439
1997,OR,Lake,42.788401,120.38978999999999,32.76876547264854
1997,OR,Klamath,42.683761,121.64616799999999,47.20359520007681
1997,CA,Siskiyou,41.587986,122.53328700000002,78.0050154384446
1997,CA,Trinity,40.647724,123.11440400000001,85.42709870080155
1997,CA,Humboldt,40.706672999999995,123.92581799999999,95.7067977909221
1997,CA,Mendocino,39.432388,123.442881,77.1034717714895
1997,CA,Monterey,36.240107,121.315573,64.92417141309564
1997,CA,Fresno,36.761006,119.655019,56.77961884680336
1997,CA,Shasta,40.760521999999995,122.04355,78.91401416536313
1997,CA,Lassen,40.721089,120.629931,44.262287798548726
1997,NV,Washoe,40.703311,119.710315,28.058057320587487
1997,NV,Humboldt,41.407914,118.12759199999999,16.437716745606142
1997,NV,Eureka,39.977788000000004,116.272208,17.37444582057821
1997,NV,Lander,39.900211,117.04723999999999,17.843485958605704
1997,NV,Elko,41.141133,115.351424,19.80285714518443
1997,NV,White Pine,39.417804,114.900945,23.495624575690503
1997,NV,Lincoln,37.634605,114.863037,31.94256031924701
1997,CA,Mono,37.915836,118.87516699999999,49.11435434125243
1997,AZ,Mohave,35.717705,113.74968899999999,32.33855844812073
1997,NV,Clark,36.214236,115.013819,21.6519524763062
1997,AZ,Yuma,32.773942,113.910905,30.02047566587493
1997,CA,Riverside,33.729828000000005,116.00223899999999,45.59313722537893
1997,CA,Los Angeles,34.196397999999995,118.26186200000001,43.02975920771547
1997,CA,Ventura,34.358742,119.13314299999999,84.72177215180704
1997,CA,Kern,35.346629,118.729506,26.82249862598824
1997,CA,Santa Barbara,34.537378000000004,120.03848500000001,117.30706494036544
1997,TX,Pecos,30.770894000000002,102.71986,23.889580947107177
1997,CO,Las Animas,37.318831,104.04411,28.48699036964825
1997,NM,Chaves,33.361605,104.469837,28.81523141955961
1997,NM,Cibola,34.93205,108.00025500000001,22.80604115896553
1997,AZ,Pima,32.128237,111.783018,22.25604026950929
1997,AZ,Maricopa,33.346540999999995,112.495534,24.531054400489626
1997,AZ,Coconino,35.829692,111.773728,26.388731317875482
1997,UT,Kane,37.275118,111.81541299999999,26.067595467162572
1997,UT,San Juan,37.623064,109.78931999999999,20.931569827851668
1997,NM,Rio Arriba,36.509669,106.693983,19.69117672126824
1997,CO,Garfield,39.599352,107.90978,32.257288379705784
1997,CO,Rio Blanco,39.972606,108.20068500000001,28.163269792407387
1997,UT,Garfield,37.831621999999996,111.45088600000001,27.00279577887794
1997,UT,Juab,39.710827,112.79426200000002,21.76016041743225
1997,UT,Uintah,40.125887,109.517748,19.295368432507576
1997,WY,Lincoln,42.228788,110.679842,19.8735596801402
1997,WY,Fremont,43.055303,108.605531,20.61675371675393
1997,WY,Sweetwater,41.660339,108.875676,14.445704234498924
1997,WY,Carbon,41.703590000000005,106.933153,19.146813034433
1997,NE,Cherry,42.566984999999995,101.072622,38.07844414289478
1997,SD,Pennington,44.002349,102.823802,42.66919188947941
1997,FL,Monroe,25.601043,81.206777,71.50263526414297
1997,NY,Suffolk,40.943554,72.69221800000001,49.53255111678237
1997,ME,Hancock,44.564906,68.370703,40.829595636751996
1997,ME,Washington,44.967009000000004,67.60935400000001,38.991220407061206
1997,ME,Franklin,44.973012,70.444727,40.41933888568002
1997,ME,Cumberland,43.808347999999995,70.330375,70.91852036073061
1997,NH,Grafton,43.926488,71.842264,49.12621297101159
1997,VT,Caledonia,44.468790999999996,72.11216800000001,51.32734936853887
1997,VT,Essex,44.724021,71.732736,45.09859030974516
1997,NH,Coos,44.652419,71.289383,47.17491080491047
1997,ME,Piscataquis,45.917678,69.104548,34.491890661238955
1997,NY,Essex,44.108971000000004,73.777573,35.934407165903465
1997,NY,Franklin,44.594374,74.31067,34.588099046346194
1997,NY,Clinton,44.75271,73.705648,37.7029722691866
1997,NY,St. Lawrence,44.488113,75.074311,38.02374146303849
1997,MI,Presque Isle,45.489515000000004,83.384019,29.835168885950278
1997,MI,Chippewa,46.321819,84.52063000000001,24.293552139727243
1997,MI,Mackinac,46.167981,85.303756,24.918235390124522
1997,MI,Charlevoix,45.513164,85.45039200000001,35.23309634205157
1997,MI,Delta,45.805101,86.90137299999999,36.64224539949952
1997,MI,Schoolcraft,46.020758,86.199352,29.86568028378581
1997,MI,Alger,47.080077,86.56410799999999,32.97781118532833
1997,MI,Marquette,46.656597,87.584028,30.303892599146753
1997,MI,Menominee,45.544174,87.50989200000001,37.326084807414354
1997,WI,Marinette,45.346899,87.991198,41.46265211892327
1997,WI,Langlade,45.259204,89.06819,40.20235706432596
1997,WI,Oneida,45.713791,89.536693,36.191307299944135
1997,MI,Gogebic,46.488054,89.788314,30.58489396335325
1997,WI,Vilas,46.049848,89.501254,34.80362073584884
1997,MI,Houghton,46.998305,88.652066,28.152491771978607
1997,MI,Ontonagon,47.216604,89.500461,31.677511152601074
1997,MI,Keweenaw,47.681981,88.148802,26.707939632466783
1997,MN,Lake,47.517111,91.411704,37.74814433025018
1997,MN,Cook,47.538571000000005,90.29019,49.68383133787874
1997,WI,Ashland,46.546291,90.665154,35.03888384908711
1997,WI,Taylor,45.211656,90.504853,33.00163577016988
1997,WI,Rusk,45.472734,91.13674499999999,33.29258557066077
1997,WI,Douglas,46.463316,91.89258000000001,41.523052941138396
1997,WI,Bayfield,46.634199,91.17728199999999,35.67412276413525
1997,MN,Aitkin,46.602446,93.41976,39.426190890461726
1997,WI,Burnett,45.865255,92.36797800000001,37.895217432960884
1997,WI,Polk,45.46803,92.453154,45.07139923254838
1997,MN,Stearns,45.555234999999996,94.61048199999999,39.540311394835726
1997,MN,Morrison,46.020484,94.26661899999999,30.954508863697075
1997,MN,Cass,46.951427,94.333773,36.821032123963
1997,MN,Beltrami,47.878825,94.986698,38.22220997190813
1997,MN,Itasca,47.490843,93.613128,37.22029562986615
1997,MN,Koochiching,48.245490000000004,93.782842,30.233046445571798
1997,MN,Lake of the Woods,48.7681,94.904634,32.27811291819578
1997,ND,Cavalier,48.768439,98.46379,37.27994001783349
1997,ND,Walsh,48.376979,97.72223000000001,36.718457707134206
1997,ND,Grand Forks,47.926003,97.450851,32.52877943532325
1997,MN,Marshall,48.362728000000004,96.357761,33.43386139720739
1997,MN,Roseau,48.761066,95.82153000000001,31.952928222254442
1997,MN,Pennington,48.069247,96.037725,36.64881158748982
1997,MN,Polk,47.774254,96.40002700000001,43.833074187000506
1997,MN,Clearwater,47.575873,95.371117,47.355897841364545
1997,MN,Becker,46.937629,95.74175699999999,40.21095372435726
1997,MN,Wilkin,46.362334999999995,96.47665699999999,30.868598844534645
1997,MN,Otter Tail,46.405725,95.714578,31.363418162272144
1997,SD,Grant,45.172637,96.772261,35.2550854927436
1997,SD,Roberts,45.623397,96.947551,30.877454363834
1997,SD,Day,45.362283000000005,97.593734,37.758584867056285
1997,ND,Richland,46.265219,96.93796,29.797150821503358
1997,ND,Cass,46.927003000000006,97.252375,31.349368042086954
1997,ND,Barnes,46.94255,98.070195,31.738251458132186
1997,ND,Logan,46.469278,99.50458499999999,37.162719858176544
1997,ND,Dickey,46.107756,98.49651800000001,28.261281300134854
1997,ND,LaMoure,46.464195000000004,98.526057,31.2059306386242
1997,SD,Brown,45.589254,98.352175,30.25476195557106
1997,SD,Edmunds,45.41168,99.205362,26.905770806321755
1997,SD,McPherson,45.784248999999996,99.211421,24.85259040194191
1997,SD,Potter,45.064276,99.94963100000001,35.52124659466671
1997,ND,Morton,46.713789,101.27974300000001,31.66264684704331
1997,ND,McLean,47.653055,101.42179399999999,33.6595082204496
1997,ND,Burleigh,46.971843,100.462001,35.74216361620542
1997,ND,Kidder,46.935385,99.742727,30.245547884851785
1997,ND,Stutsman,46.971103,98.957592,30.444023601820998
1997,ND,Ramsey,48.265551,98.737329,34.45805962464577
1997,ND,Benson,48.071738,99.361987,36.645594833054616
1997,ND,McHenry,48.233841999999996,100.633267,26.271503720281736
1997,ND,Bottineau,48.794412,100.831257,28.11100998408607
1997,ND,Ward,48.216685999999996,101.540537,27.412629442131003
1997,ND,Williams,48.345867,103.4874,70.5966156791204
1997,MT,Daniels,48.794429,105.54173899999999,38.06498352514494
1997,MT,Roosevelt,48.282747,104.99517,61.72832265722654
1997,MT,Sheridan,48.705523,104.533913,54.76171856077377
1997,MT,Richland,47.785513,104.563387,66.38030096616045
1997,ND,Golden Valley,46.938924,103.844612,39.77748392503385
1997,ND,Billings,47.009283,103.364924,39.33863903676413
1997,ND,McKenzie,47.742475,103.403215,60.52205215572466
1997,ND,Dunn,47.35461,102.612365,42.07277755402696
1997,ND,Mercer,47.303278999999996,101.82076500000001,28.838772098111548
1997,ND,Hettinger,46.434939,102.45838499999999,26.114141841569253
1997,ND,Stark,46.817031,102.662026,31.949658649724284
1997,ND,Adams,46.096815,102.533198,24.314024445872
1997,ND,Sioux,46.109282,101.047525,29.410529343498787
1997,SD,Corson,45.69834,101.176017,31.808538121356722
1997,SD,Dewey,45.150005,100.85221800000001,32.447088266750804
1997,SD,Ziebach,44.981666,101.669225,32.221848661489496
1997,SD,Meade,44.606792,102.715864,34.233966858175656
1997,SD,Butte,44.896435,103.501762,26.267735230250587
1997,SD,Harding,45.596612,103.473867,24.22297248254918
1997,SD,Perkins,45.483387,102.467995,23.017764899600174
1997,ND,Slope,46.445834000000005,103.462462,23.17562269604714
1997,ND,Bowman,46.107807,103.506586,26.524668070891035
1997,MT,Fallon,46.318184,104.40571800000001,28.237260782842554
1997,MT,Powder River,45.40889,105.555259,22.44076667871953
1997,MT,Carter,45.516825,104.51532399999999,23.9615759061172
1997,WY,Crook,44.589265999999995,104.567298,27.075022027422904
1997,WY,Campbell,44.241321,105.552029,23.52807404755341
1997,WY,Johnson,44.044048,106.58854099999999,25.898196824937735
1997,WY,Sheridan,44.781369,106.88121100000001,25.423542901164193
1997,MT,Dawson,47.272425,104.901027,56.76318502860977
1997,MT,Prairie,46.852434,105.375808,52.0220902117774
1997,MT,McCone,47.629628000000004,105.757222,55.36748627554267
1997,MT,Phillips,48.250155,107.92883300000001,24.726876736189478
1997,MT,Petroleum,47.141917,108.226575,34.74549090209096
1997,MT,Blaine,48.428282,108.967648,26.23979603011281
1997,MT,Fergus,47.222997,109.22328,34.482845368262026
1997,MT,Chouteau,47.886837,110.43618899999998,26.348833253850465
1997,MT,Cascade,47.316443,111.350571,26.518023638904253
1997,MT,Meagher,46.585706,110.92178100000001,30.85977094326663
1997,MT,Golden Valley,46.380624,109.174586,32.47212131564775
1997,MT,Musselshell,46.505665,108.436982,33.342624150729606
1997,MT,Yellowstone,45.936987,108.276656,37.514928440351746
1997,MT,Carbon,45.224475,109.02855100000001,26.00520341832099
1997,WY,Washakie,43.878831,107.66905200000001,18.7725383403312
1997,WY,Big Horn,44.525653999999996,107.993321,17.606486692443895
1997,WY,Hot Springs,43.720871,108.435652,22.787545711204626
1997,MT,Stillwater,45.663496,109.391752,32.51881433837306
1997,MT,Sweet Grass,45.81306,109.94131200000001,30.39197840178509
1997,MT,Madison,45.319288,111.917328,19.6225875107626
1997,WY,Teton,44.049321,110.588102,41.10568271054822
1997,ID,Fremont,44.218090999999994,111.484429,31.647173736536303
1997,ID,Bonneville,43.395171000000005,111.62187800000001,17.263170309483222
1997,ID,Bingham,43.216357,112.399206,13.636760553941695
1997,ID,Butte,43.6851,113.177627,26.983273561514753
1997,ID,Clark,44.286251,112.36112,22.4075291915948
1997,MT,Jefferson,46.126557,112.056771,23.462048331741467
1997,MT,Broadwater,46.334476,111.496103,20.76823729998898
1997,MT,Deer Lodge,46.099059000000004,113.13910800000001,23.767418398484462
1997,MT,Granite,46.395358,113.425683,27.916695466269413
1997,MT,Missoula,47.027263,113.89268100000001,29.0054412437273
1997,MT,Ravalli,46.079298,114.11906499999999,35.509844868225606
1997,ID,Clearwater,46.67257,115.6535,41.28845090664432
1997,ID,Shoshone,47.347694,115.88509199999999,37.049702107836794
1997,MT,Mineral,47.155213,115.06455,38.64760770912649
1997,ID,Kootenai,47.677113,116.69491799999999,33.09503445259781
1997,WA,Stevens,48.390648,117.854897,23.87762928926852
1997,WA,Pend Oreille,48.543877,117.232183,36.40049192278547
1997,ID,Bonner,48.312512,116.59693999999999,32.54592842006666
1997,MT,Lincoln,48.542232,115.404343,31.194118334739752
1997,MT,Sanders,47.756469,115.180225,31.294882464434266
1997,MT,Lake,47.642901,114.08368700000001,26.268993630806538
1997,MT,Glacier,48.705671,112.990502,36.5090965284315
1997,MT,Teton,47.819035,112.281725,33.5434516837613
1997,MT,Pondera,48.230312,112.219928,36.87509148773797
1997,MT,Hill,48.628331,110.106372,22.78455322174737
1997,MT,Liberty,48.559653999999995,111.036924,22.02979180687493
1997,MT,Toole,48.645052,111.733493,28.41678524907225
1997,WA,Whatcom,48.842653000000006,121.83643300000001,82.50732806816531
1997,WA,Skagit,48.493066,121.816278,89.11527086445857
1997,WA,Clallam,48.113009000000005,123.93061100000001,108.88245907167658
1997,WA,Pierce,47.040715999999996,122.144709,59.75398382823914
1997,WA,Jefferson,47.802640999999994,123.52181000000002,113.19817823776268
1997,WA,Grays Harbor,47.142786,123.82704299999999,101.86377888469572
1997,WA,Skamania,46.024782,121.953227,117.1571142709988
1997,WA,Lewis,46.580071000000004,122.377444,66.02757809763116
1997,WA,Yakima,46.456558,120.740145,33.95563223995936
1997,WA,Franklin,46.53458,118.906944,13.034447286462104
