Year,State,County,Latitude,Longitude,Maxprec
1997,WA,Grant,47.213633,119.46778799999998,12.966032369330993
1997,WA,Kittitas,47.124444,120.67671399999999,46.38464475955388
1997,WA,King,47.493553999999996,121.832375,68.59371534626867
1997,WA,Snohomish,48.054913,121.76641200000002,77.10551240075723
1997,WA,Chelan,47.859891999999995,120.61854299999999,53.37666016486434
1997,WA,Douglas,47.735865999999994,119.69588,13.867920863015158
1997,WA,Okanogan,48.550971000000004,119.69103500000001,28.7501191998136
1997,WA,Ferry,48.437246,118.517074,21.723579464468607
1997,WA,Spokane,47.620379,117.40439199999999,22.361062972429036
1997,WA,Lincoln,47.582718,118.41766799999999,16.931681803183526
1997,WA,Adams,47.00484,118.533308,14.046559433782992
1997,WA,Whitman,46.903321999999996,117.522962,22.649917768598627
1997,WA,Walla Walla,46.254606,118.480374,17.80570096226172
1997,WA,Benton,46.228072,119.51686399999998,13.59600191379941
1997,OR,Umatilla,45.5912,118.73388,24.942796338151243
1997,OR,Union,45.304047,117.99913600000001,30.6731331601932
1997,OR,Wallowa,45.593753,117.18558,39.50493045999513
1997,OR,Baker,44.703427000000005,117.691933,23.448353840373503
1997,ID,Washington,44.448213,116.79783,27.686555946471515
1997,ID,Adams,44.884583,116.431873,41.00966323837165
1997,ID,Blaine,43.394482,113.95528999999999,38.34459103082077
1997,ID,Minidoka,42.856937,113.64001,13.787670982820822
1997,ID,Lincoln,42.986181,114.153899,17.50440700115363
1997,ID,Twin Falls,42.352309000000005,114.66563899999998,16.327489554741383
1997,ID,Ada,43.447860999999996,116.244456,15.648769009638267
1997,ID,Camas,43.463396,114.804427,37.38988229345336
1997,ID,Boise,43.987275,115.71511100000001,41.22904510156812
1997,ID,Canyon,43.623051000000004,116.708527,15.146692375052366
1997,OR,Deschutes,43.915118,121.225575,27.476514006514755
1997,OR,Crook,44.163053999999995,120.37158500000001,15.250455690411206
1997,OR,Grant,44.496326,119.01405700000001,17.7844200617282
1997,OR,Wheeler,44.736411,120.026875,17.212143049672616
1997,OR,Morrow,45.425496,119.60231100000001,19.56880342881589
1997,WA,Klickitat,45.869509,120.78011699999999,34.0912034918475
1997,OR,Gilliam,45.381665999999996,120.211851,14.769402666978802
1997,OR,Sherman,45.399215999999996,120.67851200000001,15.920907734243205
1997,OR,Wasco,45.164536,121.16506899999999,28.80569810547542
1997,OR,Jefferson,44.64379,121.183021,25.5626794078267
1997,OR,Marion,44.900898,122.57626,71.36874317521145
1997,OR,Clackamas,45.160493,122.195127,72.35017739508109
1997,OR,Linn,44.494824,122.543756,70.57039502895672
1997,OR,Coos,43.184193,124.09255700000001,74.33226753772634
1997,CA,Modoc,41.592919,120.71837,31.450632661254392
1997,OR,Jackson,42.411782,122.675797,67.2271647725299
1997,OR,Josephine,42.385382,123.597245,82.50525467406005
1997,CA,Del Norte,41.749903,123.980998,106.92601860221424
1997,OR,Curry,42.466671000000005,124.21140700000001,113.21134291206565
1997,OR,Lincoln,44.641076,123.91118300000001,105.55565669345509
1997,OR,Tillamook,45.455743,123.759327,96.47106490408346
1997,CA,Tehama,40.126156,122.232276,61.992102532436064
1997,CA,Glenn,39.602546000000004,122.4017,58.71381724621278
1997,CA,Lake,39.094802,122.746757,83.92538122007403
1997,CA,Sonoma,38.532574,122.945194,84.00242123537944
1997,CA,Colusa,39.177739,122.237563,50.61864790722723
1997,CA,Solano,38.267226,121.939594,64.55855830816789
1997,CA,Yolo,38.679268,121.903178,61.170317716458605
1997,CA,Contra Costa,37.919478999999995,121.95154299999999,55.16844369421533
1997,CA,Santa Clara,37.220777000000005,121.69062199999999,59.57774794036096
1997,CA,Stanislaus,37.562384,121.002656,31.770848714655266
1997,CA,San Benito,36.610702,121.085296,46.659255638323295
1997,CA,Merced,37.194806,120.722802,25.97204043488564
1997,CA,Mariposa,37.570034,119.91286000000001,79.88241583142586
1997,CA,Madera,37.210039,119.749852,63.00176229691918
1997,CA,Tuolumne,38.021451,119.964708,110.29030401361021
1997,NV,Lyon,39.022214,119.19741699999999,25.651966573790197
1997,NV,Douglas,38.905128999999995,119.60901899999999,54.05871549564395
1997,CA,Amador,38.44355,120.653856,80.81404571737895
1997,CA,Calaveras,38.187844,120.55511499999999,71.31541488755575
1997,CA,Placer,39.062032,120.722718,126.89519989635276
1997,CA,El Dorado,38.785532,120.534398,115.64130517420895
1997,CA,Nevada,39.295190999999996,120.77344599999999,155.0984193127963
1997,CA,Sierra,39.576925,120.521993,145.93067833255074
1997,CA,Butte,39.665959,121.601919,86.57682856147837
1997,CA,Plumas,39.99517,120.829516,104.74969044289736
1997,NV,Pershing,40.439639,118.409477,17.432374716620966
1997,NV,Churchill,39.525701,118.27041899999999,15.358911637453733
1997,ID,Cassia,42.288635,113.605498,17.587882563599383
1997,UT,Box Elder,41.476021,113.052922,22.39375387835584
1997,UT,Tooele,40.467692,113.12401499999999,20.516671753291487
1997,UT,Millard,39.09454,113.52501399999998,19.713977607968488
1997,UT,Iron,37.882727,113.29005900000001,25.622827040509144
1997,UT,Beaver,38.357535,113.238948,19.888536107994003
1997,NV,Mineral,38.516647,118.416279,25.92321458349247
1997,NV,Esmeralda,37.778966,117.632382,16.697953702042515
1997,UT,Washington,37.262531,113.4878,27.57124741293742
1997,AZ,La Paz,33.727625,114.038793,40.49328229615289
1997,CA,Imperial,33.040816,115.355395,29.511507458308863
1997,CA,San Diego,33.023604,116.776117,41.91206288566366
1997,CA,Tulare,36.230453000000004,118.780542,56.60905491366873
1997,CA,San Luis Obispo,35.385227,120.44753999999999,76.18446098636184
1997,CA,Kings,36.072478000000004,119.81553000000001,18.334979283701998
1997,LA,Lafourche,29.491993,90.394849,71.69875679858116
1997,LA,Terrebonne,29.333266,90.84419100000001,79.72010451647864
1997,LA,St. Mary,29.629348999999998,91.46380400000001,77.990424617055
1997,LA,St. Martin,30.121433000000003,91.61148100000001,75.76418971846667
1997,LA,St. Landry,30.583440999999997,91.989275,77.16907232083959
1997,MS,Yazoo,32.765675,90.387928,62.43188715516479
1997,AR,Desha,33.828748,91.244427,68.34094464050575
1997,LA,Madison,32.365823999999996,91.240729,69.39159858441452
1997,LA,Bienville,32.344268,93.061513,90.21641236060283
1997,AR,Union,33.168219,92.598145,83.34592395993567
1997,TX,Bowie,33.446051000000004,94.422375,53.14101016487419
1997,LA,Caddo,32.577195,93.882423,92.04706645161544
1997,LA,Rapides,31.193203999999998,92.535953,94.54766343377085
1997,LA,Natchitoches,31.734982000000002,93.086106,97.38584152322314
1997,LA,Calcasieu,30.229559000000002,93.35801500000001,77.07230308891917
1997,LA,Cameron,29.871989000000003,93.165437,93.71435840436723
1997,TX,Galveston,29.228706,94.894865,96.10762347986892
1997,TX,Brazoria,29.167818,95.434647,117.68953672817928
1997,TX,Bell,31.042109999999997,97.481921,97.57244539579348
1997,TX,Harris,29.857273,95.39303699999999,93.01084635089322
1997,TX,Houston,31.323036,95.4216,66.40602125027672
1997,TX,Henderson,32.211633,95.853418,72.45765407529632
1997,OK,McCurtain,34.117073,94.766086,78.05795107074934
1997,TX,Navarro,32.04845,96.476908,84.87448265160288
1997,TX,Hill,31.98224,97.129886,114.9981157020776
1997,TX,Coryell,31.391177000000003,97.798022,100.16386319871413
1997,TX,Travis,30.239513,97.69126999999999,64.34726341232798
1997,TX,Bandera,29.755747999999997,99.26068199999999,89.97420140842944
1997,TX,Edwards,29.985877000000002,100.307373,63.79280846114937
1997,TX,Webb,27.770584000000003,99.32664100000001,42.430984189803524
1997,TX,Duval,27.681123,98.497393,42.66087981503306
1997,TX,Jim Wells,27.733515999999998,98.090814,71.64821313638384
1997,TX,Nueces,27.739406,97.52164300000001,96.78344316389416
1997,AZ,Cochise,31.881793,109.75412,24.79734875684327
1997,NM,Grant,32.732087,108.381504,30.59806786295309
1997,NM,Hidalgo,31.899658000000002,108.745729,22.96257457476921
1997,NM,Luna,32.184482,107.74663899999999,24.54310735685951
1997,NM,Otero,32.588776,105.781079,19.74453527127537
1997,NM,Eddy,32.457858,104.306471,23.364230877850986
1997,TX,Culberson,31.445909000000004,104.526945,16.65361772551714
1997,TX,Hudspeth,31.450868,105.377549,14.086447576494287
1997,TX,Presidio,30.005891,104.261619,18.573164001567108
1997,TX,Jeff Davis,30.617086999999998,104.18786,19.953978250489033
1997,TX,Brewster,29.808996999999998,103.25245799999999,19.337910637643468
1997,TX,Maverick,28.745216999999997,100.311368,35.9951093841326
1997,TX,Val Verde,29.884960999999997,101.14664599999999,35.52090702044705
1997,TX,Crockett,30.717532000000002,101.404211,37.32847901714817
1997,TX,Terrell,30.232332,102.072539,31.382504664472066
1997,TX,Tom Green,31.401583000000002,100.46135500000001,55.3006518921762
1997,TX,Reeves,31.308365999999996,103.71270600000001,18.528114288045284
1997,TX,Ward,31.513069,103.105113,27.18117509364113
1997,NM,Lea,32.795687,103.413271,27.423037798512677
1997,OK,Texas,36.741964,101.488434,33.00313507346035
1997,CO,Cheyenne,38.835387,102.604585,42.58192388068544
1997,CO,Kiowa,38.388465999999994,102.75621,48.67226115928359
1997,OK,Cimarron,36.755276,102.508735,32.855063400375364
1997,CO,Baca,37.303144,102.535457,42.358224474456414
1997,NM,Colfax,36.612963,104.640126,23.092455919388488
1997,CO,Lincoln,38.99374,103.50755500000001,35.551177489687404
1997,CO,Pueblo,38.170658,104.48989300000001,30.227698328259287
1997,CO,Fremont,38.455658,105.421438,25.899475221185842
1997,CO,Saguache,38.033952,106.246675,22.595908036582927
1997,CO,Conejos,37.213407000000004,106.176447,27.763895319670066
1997,CO,Costilla,37.277547,105.42894,33.060511843720015
1997,CO,Huerfano,37.687815,104.959928,37.74874362689746
1997,NM,Taos,36.576529,105.63798700000001,18.12658273951813
1997,NM,Santa Fe,35.513721999999994,105.96644099999999,32.232114141607816
1997,NM,Mora,35.982841,104.921898,34.04234617295996
1997,NM,Union,36.488085,103.475723,29.869401635500907
1997,NM,Harding,35.863152,103.829931,25.281865248178445
1997,NM,San Miguel,35.476876000000004,104.803515,39.93703275437721
1997,NM,Guadalupe,34.869782,104.784968,36.275332421874296
1997,NM,Quay,35.107018,103.548071,47.65391279648475
1997,NM,Roosevelt,34.021457,103.482725,46.17585809706584
1997,NM,De Baca,34.351428999999996,104.401527,40.69344470093403
1997,NM,Lincoln,33.740941,105.449083,27.24920169382985
1997,NM,Torrance,34.634644,105.84683600000001,49.08965654105257
1997,NM,Sierra,33.119479,107.18816100000001,31.981224563616987
1997,NM,Socorro,33.991614,106.939003,33.395628119986696
1997,NM,Bernalillo,35.054002000000004,106.66906499999999,29.611621528040004
1997,NM,Sandoval,35.685072999999996,106.882618,19.58975057792498
1997,NM,McKinley,35.573732,108.255307,19.0640712310116
1997,NM,Catron,33.901814,108.39209699999999,25.224513655913853
1997,AZ,Greenlee,33.238872,109.242323,28.75163827778813
1997,AZ,Graham,32.931828,109.87831000000001,25.854841676744453
1997,AZ,Gila,33.789618,110.81187,48.315094305663955
1997,AZ,Pinal,32.91891,111.36725700000001,22.0659030150496
1997,AZ,Yavapai,34.630044,112.573745,41.22910931470127
1997,CO,San Miguel,38.009374,108.42732600000001,29.382495076029905
1997,CO,Dolores,37.747602,108.530383,30.52057250101085
1997,CO,Montezuma,37.338025,108.595786,26.290887596711343
1997,NM,San Juan,36.511625,108.324578,22.09083618490925
1997,CO,Archuleta,37.202395,107.05086299999999,40.90989353871192
1997,CO,La Plata,37.287366999999996,107.83971799999999,31.872068822110943
1997,CO,Gunnison,38.669678999999995,107.07810800000001,26.07178633909697
1997,CO,Pitkin,39.217533,106.915943,27.75611050668117
1997,CO,Routt,40.48316,106.985289,36.514168446485144
1997,CO,Moffat,40.573984,108.204521,25.553509312642213
1997,CO,Mesa,39.019492,108.46183700000002,26.935909790980702
1997,CO,Montrose,38.413427,108.263042,23.229283288099733
1997,UT,Grand,38.974326,109.57345,19.269448525292358
1997,UT,Emery,39.009028,110.72111100000001,17.39039567913241
1997,UT,Wayne,38.261229,110.990323,18.60258882341705
1997,UT,Sevier,38.746825,111.81193,21.16119229554712
1997,UT,Utah,40.120409,111.668667,24.038513875198927
1997,UT,Wasatch,40.334884,111.16156799999999,27.93477204463174
1997,UT,Carbon,39.67005,110.59035700000001,24.40975470539073
1997,UT,Duchesne,40.289649,110.42983000000001,24.60745130680178
1997,UT,Summit,40.87206,110.96848600000001,21.840146002116303
1997,WY,Uinta,41.284726,110.558947,14.417221916224403
1997,UT,Weber,41.270355,111.875879,31.806537088176288
