Year	Latitude	Longitude	mintemperature
1997	48.233842	100.633267	238.9959541828
1997	48.794412	100.831257	237.577971377
1997	48.216686	101.540537	240.0038777699
1997	48.345867	103.4874	237.4181816464
1997	48.794429	105.541739	235.9521744593
1997	48.282747	104.99517	238.1051334304
1997	48.705523	104.533913	236.3614767216
1997	47.785513	104.563387	239.3092196479
1997	46.938924	103.844612	240.5033976859
1997	47.009283	103.364924	239.6173227149
1997	47.742475	103.403215	239.3300397904
1997	47.35461	102.612365	240.3541359839
1997	47.303279	101.820765	240.6546081748
1997	46.434939	102.458385	240.4275870086
1997	46.817031	102.662026	240.4437571324
1997	46.096815	102.533198	241.3981989515
1997	46.109282	101.047525	243.0609549771
1997	45.69834	101.176017	243.5306361373
1997	45.150005	100.852218	244.7297213692
1997	44.981666	101.669225	244.8109322533
1997	44.606792	102.715864	244.7886602514
1997	44.896435	103.501762	243.9303496621
1997	45.596612	103.473867	241.6673965835
1997	45.483387	102.467995	242.6832557627
1997	46.445834	103.462462	240.4078078527
1997	46.107807	103.506586	240.7452771531
1997	46.318184	104.405718	241.4068396244
1997	45.40889	105.555259	242.3074071367
1997	45.516825	104.515324	242.3530710303
1997	44.589266	104.567298	242.6340204684
1997	44.241321	105.552029	244.3749681146
1997	44.044048	106.588541	243.3270998946
1997	44.781369	106.881211	240.8323301733
1997	47.272425	104.901027	240.5060643028
1997	46.852434	105.375808	242.0223678274
1997	47.629628	105.757222	239.5893600375
1997	48.250155	107.928833	238.7712897889
1997	47.141917	108.226575	240.4221080398
1997	48.428282	108.967648	239.2942349117
1997	47.222997	109.22328	241.0089452262
1997	47.886837	110.436189	240.1204952901
1997	47.316443	111.350571	241.3031157575
1997	46.585706	110.921781	241.1101139499
1997	46.380624	109.174586	242.3117381079
1997	46.505665	108.436982	242.3209354032
1997	45.936987	108.276656	242.4205918112
1997	45.224475	109.028551	242.6211193778
1997	43.878831	107.669052	244.3910276263
1997	44.525654	107.993321	242.1290424768
1997	43.720871	108.435652	245.9154144499
1997	45.663496	109.391752	243.5205909042
1997	45.81306	109.941312	243.0943776904
1997	45.319288	111.917328	240.9709701517
1997	44.049321	110.588102	245.7436298005
1997	44.218091	111.484429	248.1034461421
1997	43.395171	111.621878	252.1713330187
1997	43.216357	112.399206	253.3003956675
1997	43.6851	113.177627	248.8468983087
1997	44.286251	112.36112	248.3527252763
1997	46.126557	112.056771	240.412781617
1997	46.334476	111.496103	241.3433350689
1997	46.099059	113.139108	241.7378412158
1997	46.395358	113.425683	243.0497401574
1997	47.027263	113.892681	243.2057133856
1997	46.079298	114.119065	243.8851189006
1997	46.67257	115.6535	249.9054033882
1997	47.347694	115.885092	251.3921673034
1997	47.155213	115.06455	245.6804146563
1997	47.677113	116.694918	254.1142500616
1997	48.390648	117.854897	252.9859270488
1997	48.543877	117.232183	250.5583713203
1997	48.312512	116.59694	251.0774400613
1997	48.542232	115.404343	246.5954176981
1997	47.756469	115.180225	247.2939208402
1997	47.642901	114.083687	246.1776911146
1997	48.705671	112.990502	242.7074638208
1997	47.819035	112.281725	241.5199257474
1997	48.230312	112.219928	240.9073150169
1997	48.628331	110.106372	238.5354242966
1997	48.559654	111.036924	239.4012843314
1997	48.645052	111.733493	240.0075286629
1997	48.842653	121.836433	256.3302885103
1997	48.493066	121.816278	259.2518617017
1997	48.113009	123.930611	265.485563605
1997	47.040716	122.144709	262.2344924202
1997	47.802641	123.52181	264.0276721384
1997	47.142786	123.827043	266.4155640389
1997	46.024782	121.953227	259.783250762
1997	46.580071	122.377444	262.1539114716
1997	46.456558	120.740145	256.7488742221
1997	46.53458	118.906944	257.5249017672
1997	47.213633	119.467788	254.8358235837
1997	47.124444	120.676714	256.5446502732
1997	47.493554	121.832375	263.0626526872
1997	48.054913	121.766412	260.9484442412
1997	47.859892	120.618543	255.2804560923
1997	47.735866	119.69588	254.7614703682
1997	48.550971	119.691035	252.1549715246
1997	48.437246	118.517074	252.4050825235
1997	47.620379	117.404392	255.1365252781
1997	47.582718	118.417668	254.7547649759
1997	47.00484	118.533308	255.7946021002
1997	46.903322	117.522962	255.9412797231
1997	46.254606	118.480374	257.2601567779
1997	46.228072	119.516864	257.3226966487
1997	45.5912	118.73388	254.4736059934
1997	45.304047	117.999136	252.0423809048
1997	45.593753	117.18558	251.2402898633
1997	44.703427	117.691933	253.1214991646
1997	44.448213	116.79783	255.7559012941
1997	44.884583	116.431873	250.2470696635
1997	43.394482	113.95529	248.9966387486
1997	42.856937	113.64001	254.8576365997
1997	42.986181	114.153899	253.9534247827
1997	42.352309	114.665639	254.3070807913
1997	43.447861	116.244456	256.9646237548
1997	43.463396	114.804427	248.1184116989
1997	43.987275	115.715111	250.3192354458
1997	43.623051	116.708527	259.6664101057
1997	43.915118	121.225575	254.2043364012
1997	44.163054	120.371585	254.2016788986
1997	44.496326	119.014057	250.9170577082
1997	44.736411	120.026875	253.4263572324
1997	45.425496	119.602311	254.874772189
1997	45.869509	120.780117	256.6489501888
1997	45.381666	120.211851	255.9160251484
1997	45.399216	120.678512	256.3025632706
1997	45.164536	121.165069	255.8731451948
1997	44.64379	121.183021	254.8157989295
1997	44.900898	122.57626	262.2385958592
1997	45.160493	122.195127	260.8644783789
1997	44.494824	122.543756	261.7763549416
1997	43.184193	124.092557	268.8776270723
1997	41.592919	120.71837	255.6395738251
1997	42.411782	122.675797	261.6657302975
1997	42.385382	123.597245	265.2087788712
1997	41.749903	123.980998	268.692685958
1997	42.466671	124.211407	269.7043180546
1997	44.641076	123.911183	268.2456303332
1997	45.455743	123.759327	266.7927319458
1997	40.126156	122.232276	265.7559049162
1997	39.602546	122.4017	266.9373575951
1997	39.094802	122.746757	268.0796219918
1997	38.532574	122.945194	271.8448691737
1997	39.177739	122.237563	268.0545923314
1997	38.267226	121.939594	270.1449407595
1997	38.679268	121.903178	269.6277001543
1997	37.919479	121.951543	271.1082742422
1997	37.220777	121.690622	271.6955048493
1997	37.562384	121.002656	270.510492305
1997	36.610702	121.085296	269.9815852247
1997	37.194806	120.722802	270.25825054
1997	37.570034	119.91286	265.5448727215
1997	37.210039	119.749852	265.8153525079
1997	38.021451	119.964708	259.138009674
1997	39.022214	119.197417	256.2304148477
1997	38.905129	119.609019	254.9165125488
1997	38.44355	120.653856	265.6054325895
1997	38.187844	120.555115	266.2500697416
1997	39.062032	120.722718	262.8422192456
1997	38.785532	120.534398	262.2035038381
1997	39.295191	120.773446	260.9330047817
1997	39.576925	120.521993	256.5075282696
1997	39.665959	121.601919	266.5501866336
1997	39.99517	120.829516	258.1710055237
1997	40.439639	118.409477	256.537912815
1997	39.525701	118.270419	258.2337141211
1997	42.288635	113.605498	254.0868998863
1997	41.476021	113.052922	256.6338589523
1997	40.467692	113.124015	256.1443604348
1997	39.09454	113.525014	255.1829725311
1997	37.882727	113.290059	256.4879462756
1997	38.357535	113.238948	256.4506168833
1997	38.516647	118.416279	255.2935064299
1997	37.778966	117.632382	258.3867213833
1997	37.262531	113.4878	261.2516828022
1997	33.727625	114.038793	271.367183782
1997	33.040816	115.355395	273.2230471207
1997	33.023604	116.776117	271.4536026065
1997	36.230453	118.780542	264.0026120875
1997	35.385227	120.44754	271.1862165296
1997	36.072478	119.81553	270.0306574962
1997	29.491993	90.394849	269.9161830392
1997	29.333266	90.844191	269.7577825996
1997	29.629349	91.463804	269.6698263398
1997	30.121433	91.611481	269.4095913145
1997	30.583441	91.989275	269.033959311
1997	32.765675	90.387928	264.3447395914
1997	33.828748	91.244427	262.4072269912
1997	32.365824	91.240729	265.4971716984
1997	32.344268	93.061513	264.9694077625
1997	33.168219	92.598145	263.2090239879
1997	33.446051	94.422375	264.3930128797
1997	32.577195	93.882423	265.2672822007
1997	31.193204	92.535953	267.0901141613
1997	31.734982	93.086106	265.8570971518
1997	30.229559	93.358015	268.8014733934
1997	29.871989	93.165437	269.6272185679
1997	29.228706	94.894865	270.0381377028
1997	29.167818	95.434647	269.7865067605
1997	31.04211	97.481921	266.624404389
1997	29.857273	95.393037	268.2374250936
1997	31.323036	95.4216	267.4394335812
1997	32.211633	95.853418	267.174479725
1997	34.117073	94.766086	261.147357182
1997	32.04845	96.476908	266.4714368137
1997	31.98224	97.129886	265.8419469952
1997	31.391177	97.798022	265.3347376524
1997	30.239513	97.69127	267.3468725919
1997	29.755748	99.260682	264.7297019857
1997	29.985877	100.307373	263.7572482112
1997	27.770584	99.326641	267.8724136124
1997	27.681123	98.497393	267.9559389324
1997	27.733516	98.090814	269.7274416165
1997	27.739406	97.521643	270.4634321809
1997	31.881793	109.75412	264.9887915045
1997	32.732087	108.381504	261.0263785272
1997	31.899658	108.745729	262.6173990338
1997	32.184482	107.746639	262.5904125548
1997	32.588776	105.781079	259.5450155845
1997	32.457858	104.306471	259.7813788654
1997	31.445909	104.526945	259.6967136866
1997	31.450868	105.377549	260.1505410352
1997	30.005891	104.261619	261.3364453894
1997	30.617087	104.18786	260.4787608601
1997	29.808997	103.252458	261.9340139009
1997	28.745217	100.311368	267.007274428
1997	29.884961	101.146646	264.4564343265
1997	30.717532	101.404211	261.5010883929
1997	30.232332	102.072539	262.3834517381
1997	31.401583	100.461355	262.1584521946
1997	31.308366	103.712706	259.2886978695
1997	31.513069	103.105113	259.3281659864
1997	32.795687	103.413271	257.3267860118
1997	36.741964	101.488434	253.5100646179
1997	38.835387	102.604585	247.9600105409
1997	38.388466	102.75621	248.6762338105
1997	36.755276	102.508735	251.9047468363
1997	37.303144	102.535457	250.572041468
1997	36.612963	104.640126	249.7598942573
1997	38.99374	103.507555	246.1583343999
1997	38.170658	104.489893	249.8533091531
1997	38.455658	105.421438	250.3044113889
1997	38.033952	106.246675	249.8637244838
1997	37.213407	106.176447	250.4044859453
1997	37.277547	105.42894	250.9851526852
1997	37.687815	104.959928	249.9158204098
1997	36.576529	105.637987	253.3829612643
1997	35.513722	105.966441	255.8702047158
1997	35.982841	104.921898	251.1618543182
1997	36.488085	103.475723	249.1173399398
1997	35.863152	103.829931	252.2864854739
1997	35.476876	104.803515	253.2492443842
1997	34.869782	104.784968	253.756331412
1997	35.107018	103.548071	255.1987475241
1997	34.021457	103.482725	254.6938035419
1997	34.351429	104.401527	255.4278782078
1997	33.740941	105.449083	256.8254587833
1997	34.634644	105.846836	254.6399501477
1997	33.119479	107.188161	260.3568521019
1997	33.991614	106.939003	258.3625721237
1997	35.054002	106.669065	258.3509581045
1997	35.685073	106.882618	257.1390626488
1997	35.573732	108.255307	255.1941541525
1997	33.901814	108.392097	255.602142428
1997	33.238872	109.242323	260.3855591243
1997	32.931828	109.87831	264.3793279399
1997	33.789618	110.81187	263.025160826
1997	32.91891	111.367257	270.1690026711
1997	34.630044	112.573745	263.5562485292
1997	38.009374	108.427326	254.2230579832
1997	37.747602	108.530383	254.53559081
1997	37.338025	108.595786	256.0165390539
1997	36.511625	108.324578	256.6754587208
1997	37.202395	107.050863	253.2484905352
1997	37.287367	107.839718	254.5958079144
1997	38.669679	107.078108	250.0904761996
1997	39.217533	106.915943	250.1615124317
1997	40.48316	106.985289	248.0222454889
1997	40.573984	108.204521	249.4254187991
1997	39.019492	108.461837	256.806413361
1997	38.413427	108.263042	256.3389210244
1997	38.974326	109.57345	257.5442615249
1997	39.009028	110.721111	256.6157557174
1997	38.261229	110.990323	256.6657075748
1997	38.746825	111.81193	254.2807253658
1997	40.120409	111.668667	255.2868459704
1997	40.334884	111.161568	252.0708308241
1997	39.67005	110.590357	255.8812120017
1997	40.289649	110.42983	252.3868145166
1997	40.87206	110.968486	250.9318429964
1997	41.284726	110.558947	248.2993628544
1997	41.270355	111.875879	256.1957130993
1997	41.627598	111.240227	248.5464874132
1997	41.734225	111.744581	253.2255793579
1997	42.694126	112.844407	253.7290264526
1997	42.692939	112.228986	253.2330797524
1997	42.786273	111.544172	250.4252199636
1997	42.767928	109.91617	242.3791155682
1997	40.890099	109.505786	246.7508284231
1997	42.973641	106.764877	245.6946663271
1997	42.972839	105.507367	245.7395945733
1997	43.846213	104.57002	243.4375713881
1997	43.062159	104.468373	245.4822931673
1997	42.08958	104.353482	247.5676226322
1997	42.130319	104.960809	246.8890637414
1997	41.665514	105.721883	243.3492336656
1997	40.663091	105.482131	244.4713944098
1997	40.663432	106.329248	244.6856381794
1997	40.123289	106.095876	246.2859917595
1997	39.118914	105.717648	242.6780852271
1997	38.827383	104.527472	247.7241319974
1997	39.644632	104.331733	246.4433775493
1997	39.874325	104.331872	246.6272187241
1997	39.310817	104.117928	245.9083641681
1997	40.555794	104.383649	245.963489133
1997	41.29283	104.660395	245.7099781245
1997	40.728091	103.090464	246.7246313521
1997	39.965413	103.209605	246.6253610269
1997	39.30534	102.603023	247.4910480866
1997	40.000631	102.422649	247.8535487024
1997	41.659381	102.328229	245.3647881883
1997	42.483806	103.742605	247.2047995213
1997	42.711214	103.134872	245.6144881184
1997	42.507074	102.389698	243.3634531725
1997	43.221504	103.512102	244.9903390636
1997	43.684943	103.46225	245.0781546276
1997	43.184826	101.676426	243.9407835881
1997	43.677294	101.626455	245.6288411718
1997	44.722325	100.131399	244.6299931778
1997	44.415547	100.749163	246.2525838965
1997	44.537301	99.492148	243.1236276127
1997	43.894812	99.841925	245.532868938
1997	43.58493	100.760598	246.3752085996
1997	43.208172	100.717204	245.5000454554
1997	42.413325	99.45853	247.8360118544
1997	42.34939	99.923176	246.8720981635
1997	43.349729	99.876219	247.0542900458
1997	43.206185	98.595143	247.5114446863
1997	42.894448	98.773022	248.3326568756
1997	42.459287	98.784766	248.383044545
1997	44.715736	95.862756	242.7039008645
1997	44.999855	96.176836	242.4340389846
1997	42.39322	96.053296	247.2607039444
1997	40.637992	96.131027	247.9421074385
1997	41.050322	100.744481	247.1309281328
1997	38.049855	100.739929	251.4261308903
1997	36.224258	99.750139	255.6654406019
1997	36.313119	98.542015	258.3644094779
1997	34.377896	95.408085	261.7375084763
1997	34.92554	95.74813	261.5363535193
1997	35.617551	95.383911	259.9722788872
1997	36.62468	96.408385	256.6959788989
1997	34.858869	94.063641	259.5772184785
1997	35.21855	93.720563	259.3955772612
1997	36.946517	92.515892	252.7328431905
1997	36.383443	91.819239	254.1598569588
1997	34.277696	91.930701	262.1779600918
1997	35.737499	91.559942	257.7656892547
1997	35.568981	90.680595	260.2332157096
1997	35.828268	90.630411	259.7624146895
1997	39.21448	91.843415	245.5297473993
1997	39.625106	90.889034	244.7829864194
1997	38.781102	90.674915	249.5444112973
1997	40.156905	90.613464	245.5501787996
1997	42.362391	90.211471	245.8106978827
1997	41.468404	90.572203	247.6563113568
1997	44.723697	94.955617	242.3020831957
1997	44.246542	94.733647	243.7549794294
1997	44.35882	94.245685	242.0855528333
1997	45.028959	92.447284	240.7872757038
1997	44.725337	92.426279	241.6334643569
1997	43.599858	90.815226	245.8596896322
1997	42.840998	91.323511	246.0176164504
1997	42.870062	90.695368	246.096656753
1997	44.898036	89.757823	242.7543368916
1997	44.789641	88.755813	243.277324866
1997	44.996575	88.206516	243.8216924546
1997	43.754722	88.493284	246.3652458424
1997	43.427998	89.943329	246.6940854878
1997	43.471882	89.330472	247.0168338556
1997	43.067468	89.417852	246.8626549625
1997	42.059084	89.926485	245.6032967357
1997	40.236993	89.913575	247.413329653
1997	40.494559	88.844539	246.2338980137
1997	41.448474	87.978456	246.0637024542
1997	41.139494	87.861125	245.6588832702
1997	41.894294	87.645455	247.3964351714
1997	42.595788	86.634745	253.3307976867
1997	45.067808	87.087936	249.529678277
1997	42.117952	80.096386	253.5722771245
1997	41.68684	80.107811	252.7897509519
1997	38.781087	79.867783	249.5820808364
1997	37.924418	80.45059	251.4427337715
1997	38.291416	80.797516	251.508307262
1997	36.510212	82.299397	255.7871675411
1997	36.702162	83.130334	255.3003438834
1997	35.568849	83.465614	254.2347828057
1997	34.763522	85.9774	259.9639040507
1997	39.384926	88.798862	247.4838023631
1997	34.904122	87.650997	258.9614239681
1997	35.183794	89.895397	260.4390586798
1997	34.441988	87.842815	258.8153494986
1997	33.553444	86.896536	262.0805709536
1997	31.99033	87.302205	265.1377250819
1997	31.121748	87.168429	265.1806461637
1997	30.659218	87.746067	266.1848126716
1997	31.685521	87.818624	265.1813575446
1997	29.91811	89.263494	269.7972844502
1997	29.5033	90.036231	270.0872312092
1997	29.402337	89.298489	271.5713847849
1997	26.19352	80.476658	271.6972701744
1997	27.953115	81.692783	270.2466135794
1997	26.645763	80.448673	271.45176039
1997	27.079954	80.398211	272.608622211
1997	29.057617	81.161813	268.4985382242
1997	28.298276	80.700384	270.3269310505
1997	28.764113	81.712282	269.1488732144
1997	31.050881	82.421507	266.6342668496
1997	32.800458	79.94248	266.5081873997
1997	33.436135	80.802913	264.8728226124
1997	33.626463	79.716475	264.0319443916
1997	35.606269	75.767536	264.0836080938
1997	34.858313	76.526967	263.6985739001
1997	34.260471	78.636378	263.5965838765
1997	39.603621	77.814671	257.1907910012
1997	40.311068	79.466688	253.3994684082
1997	41.427334	78.653938	252.710262493
1997	40.90916	77.84783	254.2308029784
1997	41.245301	77.649141	253.6645763596
1997	41.343624	77.055253	253.3025566782
1997	43.786397	75.442617	246.5962654745
1997	43.008546	76.574587	254.375948526
1997	41.646589	75.292485	252.3506219175
1997	42.193987	74.966728	251.9529454251
1997	43.461635	74.894694	248.1058001063
1997	43.657879	74.502456	246.2429383087
1997	43.312377	73.439428	250.994242745
1997	43.555105	73.838139	248.560440146
1997	42.311693	71.940282	253.6667942433
1997	41.798819	70.211083	258.635210848
1997	44.042045	69.038515	251.5316635494
1997	43.994265	69.514029	251.3277297272
1997	44.505361	69.139678	249.3465194668
1997	44.417012	69.765764	248.8018301214
1997	44.167681	70.207435	249.9622302822
1997	43.916694	69.843994	251.922275364
1997	43.427239	70.670402	251.750276467
1997	43.867567	71.201665	247.8486551035
1997	44.003392	72.369687	246.3572844007
1997	44.031248	73.141581	248.3793063765
1997	44.274953	72.609475	245.9776025364
1997	44.603504	72.638356	245.1506909848
1997	44.828442	72.25163	244.7067684703
1997	44.858964	72.909402	247.486727146
1997	44.801788	73.300758	249.2206352738
1997	44.460676	73.070525	247.3800128984
1997	44.894954	83.426574	251.4714072085
1997	45.024134	84.130107	250.4401543823
1997	45.021794	84.576597	250.5534200928
1997	45.47612	84.495271	250.733324281
1997	46.940602	85.582368	248.3379452421
1997	45.590094	84.986822	251.5584540585
1997	45.005457	85.175625	252.6029870069
1997	45.146182	86.051574	255.364823236
1997	46.696068	88.356022	245.7183914037
1997	46.012823	87.866119	244.6601577121
1997	45.666882	88.773225	242.671288979
1997	45.849646	88.400322	243.962942655
1997	46.170249	88.540409	244.024876706
1997	45.338319	89.742082	241.7144798819
1997	46.32655	90.261299	243.9335076528
1997	45.679072	90.35965	241.2041159554
1997	45.864913	91.14713	238.4936611837
1997	45.892463	91.796423	239.1831137402
1997	45.069092	91.283505	240.1910209516
1997	45.437192	91.852892	240.9074867348
1997	46.603818	92.671044	240.1687056638
1997	46.10094	92.763094	237.7531611664
1997	45.037929	92.890117	241.0768365428
1997	45.505444	92.903849	239.0597278735
1997	45.27411	93.242723	241.1901283456
1997	45.006064	93.475185	242.9003293807
1997	45.562431	93.296339	239.2649545163
1997	45.94776	93.297788	239.6050661764
1997	45.929043	93.632996	239.4133422158
1997	45.701227	94.00144	240.440498385
1997	45.443171	93.775092	241.6039280051
1997	45.175091	93.966397	242.0313960301
1997	45.123156	94.527346	241.3877062731
1997	45.152714	95.004981	240.8033719688
1997	46.066569	94.900576	239.7922613084
1997	46.586784	94.988331	238.9845009507
1997	46.491114	94.071213	238.606192809
1997	47.095551	94.91329	239.0198464261
1997	48.77604	96.780349	237.6248255445
1997	48.766896	97.545405	238.2119554976
1997	47.918667	98.204428	239.2285661608
1997	47.463463	98.232444	240.5198984431
1997	47.458288	97.718895	240.3036642133
1997	47.446215	97.164754	239.2472934004
1997	47.865487	96.08718	239.305422875
1997	47.325842	95.810703	238.9507383371
1997	47.32947	96.463807	238.3207262811
1997	46.898377	96.494901	239.0875386208
1997	45.936429	95.46061	240.8467160007
1997	45.589623	95.446705	241.0051672832
1997	45.028625	95.564108	241.7471493453
1997	45.27545	95.690398	241.1364803903
1997	45.419925	96.402226	242.3981537287
1997	45.593461	95.992315	241.3623206174
1997	45.930743	96.010699	241.159881768
1997	45.76984	96.475049	241.6166807088
1997	44.966324	97.198843	241.769141872
1997	44.855211	97.724912	240.7595290224
1997	45.737054	97.580884	241.5773849659
1997	46.449276	97.647554	241.7039109822
1997	46.108206	97.63003	241.48012304
1997	46.117034	99.443041	240.8335996914
1997	44.931034	98.339644	239.5412266968
1997	45.065476	99.153564	242.2314548786
1997	45.427605	100.027856	243.1339152661
1997	45.782241	100.027951	242.4297623646
1997	46.284255	100.237842	241.7607541395
1997	47.118079	101.33142	241.112630116
1997	47.581373	100.341499	241.1750018778
1997	47.580851	99.671502	240.3628885146
1997	47.464327	98.872817	240.6103743068
1997	47.723436	98.900475	239.9166884683
1997	48.238883	99.966497	238.7961359061
1997	48.768272	99.840463	238.6672226345
1997	48.682183	99.248158	238.0724200664
1997	48.712782	101.658152	238.2784352034
1997	48.786453	102.520087	237.5305050907
1997	48.210291	102.364756	238.8253792393
1997	48.818142	103.497653	236.8418653383
1997	46.962866	104.274466	241.5936676602
1997	46.357827	101.639049	241.9296215505
1997	44.353669	103.796528	243.2905660478
1997	46.209636	107.280494	240.6293267267
1997	47.032558	110.30532	242.080080706
